Sample	Family	Host	Compartment	seq_count
S-1-DICUND-B	Acetobacteraceae	D_undulatum	Brown	892
S-1-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	4470
S-1-DICUND-B	Baltobacteraceae	D_undulatum	Brown	1153
S-1-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	732
S-1-DICUND-B	Burkholderiaceae	D_undulatum	Brown	2431
S-1-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-1-DICUND-B	Nostocaceae	D_undulatum	Brown	672
S-1-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	9901
S-1-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	9872
S-1-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	3259
S-1-POLCOM-B	Acetobacteraceae	P_commune	Brown	36597
S-1-POLCOM-B	Acidobacteriaceae	P_commune	Brown	44814
S-1-POLCOM-B	Baltobacteraceae	P_commune	Brown	43966
S-1-POLCOM-B	Beijerinckiaceae	P_commune	Brown	7745
S-1-POLCOM-B	Burkholderiaceae	P_commune	Brown	4422
S-1-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	239
S-1-POLCOM-B	Nostocaceae	P_commune	Brown	878
S-1-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	10633
S-1-POLCOM-B	Steroidobacteraceae	P_commune	Brown	23372
S-1-POLCOM-B	Streptosporangiaceae	P_commune	Brown	6041
S-1-POLCOM-G	Acetobacteraceae	P_commune	Green	13313
S-1-POLCOM-G	Acidobacteriaceae	P_commune	Green	12055
S-1-POLCOM-G	Baltobacteraceae	P_commune	Green	16881
S-1-POLCOM-G	Beijerinckiaceae	P_commune	Green	8865
S-1-POLCOM-G	Burkholderiaceae	P_commune	Green	3378
S-1-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	174
S-1-POLCOM-G	Nostocaceae	P_commune	Green	0
S-1-POLCOM-G	Solirubrobacteraceae	P_commune	Green	4066
S-1-POLCOM-G	Steroidobacteraceae	P_commune	Green	5225
S-1-POLCOM-G	Streptosporangiaceae	P_commune	Green	733
S-1-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	15383
S-1-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	23459
S-1-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	1678
S-1-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	6800
S-1-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	39237
S-1-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	6626
S-1-POLJUN-B	Nostocaceae	P_juniperinum	Brown	3427
S-1-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	1622
S-1-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	12294
S-1-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	173
S-1-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	27396
S-1-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	8464
S-1-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	1396
S-1-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	9950
S-1-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	22198
S-1-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	3318
S-1-POLJUN-G	Nostocaceae	P_juniperinum	Green	129
S-1-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	521
S-1-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	5275
S-1-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	0
S-1-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	48578
S-1-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	98935
S-1-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	2402
S-1-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	7548
S-1-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	920
S-1-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	698
S-1-POLPIL-B	Nostocaceae	P_piliferum	Brown	33735
S-1-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	803
S-1-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	2460
S-1-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	652
S-10-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	21519
S-10-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	12351
S-10-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	21506
S-10-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	1702
S-10-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	4681
S-10-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	660
S-10-POLJUN-B	Nostocaceae	P_juniperinum	Brown	59424
S-10-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	522
S-10-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	9643
S-10-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	5516
S-10-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	12566
S-10-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	9863
S-10-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	4633
S-10-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	10112
S-10-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	16508
S-10-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	4446
S-10-POLJUN-G	Nostocaceae	P_juniperinum	Green	18235
S-10-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	1868
S-10-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	2191
S-10-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	173
S-10-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	33122
S-10-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	60351
S-10-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	174
S-10-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	12493
S-10-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	3412
S-10-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1366
S-10-POLPIL-B	Nostocaceae	P_piliferum	Brown	5057
S-10-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1004
S-10-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	2762
S-10-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	10048
S-10-POLPIL-G	Acetobacteraceae	P_piliferum	Green	14588
S-10-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	25157
S-10-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-10-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	9404
S-10-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1528
S-10-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	293
S-10-POLPIL-G	Nostocaceae	P_piliferum	Green	2311
S-10-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	378
S-10-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	1037
S-10-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	1809
S-11-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	7002
S-11-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	14526
S-11-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	12797
S-11-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	3105
S-11-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	8643
S-11-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	1080
S-11-POLJUN-B	Nostocaceae	P_juniperinum	Brown	55099
S-11-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	285
S-11-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	7106
S-11-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	6380
S-11-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	17842
S-11-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	12104
S-11-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	6838
S-11-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	16292
S-11-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	24735
S-11-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	2287
S-11-POLJUN-G	Nostocaceae	P_juniperinum	Green	9387
S-11-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	955
S-11-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	1818
S-11-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	421
S-11-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	43064
S-11-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	59767
S-11-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	0
S-11-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	15140
S-11-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	2893
S-11-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1910
S-11-POLPIL-B	Nostocaceae	P_piliferum	Brown	15480
S-11-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1265
S-11-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	3791
S-11-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	8718
S-11-POLPIL-G	Acetobacteraceae	P_piliferum	Green	13946
S-11-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	17349
S-11-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-11-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	7869
S-11-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1360
S-11-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	399
S-11-POLPIL-G	Nostocaceae	P_piliferum	Green	2862
S-11-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	462
S-11-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	2358
S-11-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	1666
S-12-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	6680
S-12-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	12800
S-12-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	11425
S-12-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	3329
S-12-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	6276
S-12-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	4183
S-12-POLJUN-B	Nostocaceae	P_juniperinum	Brown	90927
S-12-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	772
S-12-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	5065
S-12-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	2577
S-12-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	10147
S-12-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	7709
S-12-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	3747
S-12-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	7569
S-12-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	14275
S-12-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	5096
S-12-POLJUN-G	Nostocaceae	P_juniperinum	Green	17420
S-12-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	1529
S-12-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	1688
S-12-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	223
S-12-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	17178
S-12-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	24683
S-12-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	0
S-12-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	9322
S-12-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	1523
S-12-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1069
S-12-POLPIL-B	Nostocaceae	P_piliferum	Brown	4680
S-12-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	572
S-12-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	3545
S-12-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	1980
S-12-POLPIL-G	Acetobacteraceae	P_piliferum	Green	20417
S-12-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	53774
S-12-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-12-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	8294
S-12-POLPIL-G	Burkholderiaceae	P_piliferum	Green	3644
S-12-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	965
S-12-POLPIL-G	Nostocaceae	P_piliferum	Green	19253
S-12-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	399
S-12-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	1927
S-12-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	11321
S-13-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	7253
S-13-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	36509
S-13-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	7971
S-13-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	2402
S-13-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	3485
S-13-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2735
S-13-POLJUN-B	Nostocaceae	P_juniperinum	Brown	46856
S-13-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	426
S-13-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	10546
S-13-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	10590
S-13-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	8009
S-13-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	9582
S-13-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	2134
S-13-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	4590
S-13-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	10978
S-13-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	4220
S-13-POLJUN-G	Nostocaceae	P_juniperinum	Green	3717
S-13-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	958
S-13-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	1063
S-13-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	226
S-13-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	11082
S-13-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	17245
S-13-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	0
S-13-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	8925
S-13-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	9649
S-13-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	564
S-13-POLPIL-B	Nostocaceae	P_piliferum	Brown	0
S-13-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	227
S-13-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	8876
S-13-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	0
S-13-POLPIL-G	Acetobacteraceae	P_piliferum	Green	7522
S-13-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	8028
S-13-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-13-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	5637
S-13-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1372
S-13-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	266
S-13-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-13-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	97
S-13-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	4043
S-13-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	0
S-14-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	6874
S-14-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	28399
S-14-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	8546
S-14-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	2504
S-14-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	5828
S-14-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2796
S-14-POLJUN-B	Nostocaceae	P_juniperinum	Brown	32388
S-14-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	1066
S-14-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	4488
S-14-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	8423
S-14-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	12956
S-14-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	16350
S-14-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	3406
S-14-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	8094
S-14-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	6922
S-14-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	2309
S-14-POLJUN-G	Nostocaceae	P_juniperinum	Green	7567
S-14-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	2211
S-14-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	1273
S-14-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	505
S-14-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	4499
S-14-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	11974
S-14-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	0
S-14-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	12114
S-14-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	11515
S-14-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1134
S-14-POLPIL-B	Nostocaceae	P_piliferum	Brown	0
S-14-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	121
S-14-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	4262
S-14-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	0
S-14-POLPIL-G	Acetobacteraceae	P_piliferum	Green	4419
S-14-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	3971
S-14-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-14-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	5390
S-14-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1481
S-14-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	509
S-14-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-14-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	0
S-14-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	1739
S-14-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	0
S-15-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	9793
S-15-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	28782
S-15-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	7901
S-15-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	5848
S-15-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	5608
S-15-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2850
S-15-POLJUN-B	Nostocaceae	P_juniperinum	Brown	15600
S-15-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	667
S-15-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	6305
S-15-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	7743
S-15-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	15933
S-15-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	15130
S-15-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	2155
S-15-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	11164
S-15-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	17016
S-15-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	3393
S-15-POLJUN-G	Nostocaceae	P_juniperinum	Green	3383
S-15-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	1572
S-15-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	2227
S-15-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	675
S-15-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	6393
S-15-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	20466
S-15-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	0
S-15-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	10507
S-15-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	7778
S-15-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	686
S-15-POLPIL-B	Nostocaceae	P_piliferum	Brown	0
S-15-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	104
S-15-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	7804
S-15-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	0
S-15-POLPIL-G	Acetobacteraceae	P_piliferum	Green	15975
S-15-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	13236
S-15-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-15-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	7830
S-15-POLPIL-G	Burkholderiaceae	P_piliferum	Green	3206
S-15-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	129
S-15-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-15-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	0
S-15-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	2431
S-15-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	0
S-16-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	7617
S-16-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	14141
S-16-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	4384
S-16-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	1721
S-16-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	7563
S-16-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2160
S-16-POLJUN-B	Nostocaceae	P_juniperinum	Brown	48572
S-16-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	673
S-16-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	3947
S-16-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	3373
S-16-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	5920
S-16-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	5598
S-16-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	2758
S-16-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	3660
S-16-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	6410
S-16-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	2778
S-16-POLJUN-G	Nostocaceae	P_juniperinum	Green	7843
S-16-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	784
S-16-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	1259
S-16-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	271
S-16-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	7045
S-16-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	12636
S-16-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	1031
