Sample	Family	Host	Compartment	seq_count
S-5-POLCOM-B	Burkholderiaceae	P_commune	Brown	12588
S-5-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	0
S-5-POLCOM-B	Nostocaceae	P_commune	Brown	2465
S-5-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	2826
S-5-POLCOM-B	Steroidobacteraceae	P_commune	Brown	16681
S-5-POLCOM-B	Streptosporangiaceae	P_commune	Brown	2733
S-5-POLCOM-G	Acetobacteraceae	P_commune	Green	12505
S-5-POLCOM-G	Acidobacteriaceae	P_commune	Green	9381
S-5-POLCOM-G	Baltobacteraceae	P_commune	Green	24318
S-5-POLCOM-G	Beijerinckiaceae	P_commune	Green	4749
S-5-POLCOM-G	Burkholderiaceae	P_commune	Green	8590
S-5-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	85
S-5-POLCOM-G	Nostocaceae	P_commune	Green	100
S-5-POLCOM-G	Solirubrobacteraceae	P_commune	Green	3747
S-5-POLCOM-G	Steroidobacteraceae	P_commune	Green	6593
S-5-POLCOM-G	Streptosporangiaceae	P_commune	Green	688
S-5-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	13653
S-5-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	20298
S-5-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	2786
S-5-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	3577
S-5-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	7168
S-5-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	491
S-5-POLPIL-B	Nostocaceae	P_piliferum	Brown	1944
S-5-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1107
S-5-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	29342
S-5-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	3140
S-5-POLPIL-G	Acetobacteraceae	P_piliferum	Green	13714
S-5-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	29329
S-5-POLPIL-G	Baltobacteraceae	P_piliferum	Green	4796
S-5-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	18274
S-5-POLPIL-G	Burkholderiaceae	P_piliferum	Green	3059
S-5-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	95
S-5-POLPIL-G	Nostocaceae	P_piliferum	Green	189
S-5-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1369
S-5-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	12180
S-5-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	269
S-6-DICUND-B	Acetobacteraceae	D_undulatum	Brown	948
S-6-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	4832
S-6-DICUND-B	Baltobacteraceae	D_undulatum	Brown	1906
S-6-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	323
S-6-DICUND-B	Burkholderiaceae	D_undulatum	Brown	3153
S-6-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-6-DICUND-B	Nostocaceae	D_undulatum	Brown	300
S-6-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	9055
S-6-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	11404
S-6-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	28842
S-6-DICUND-G	Acetobacteraceae	D_undulatum	Green	6577
S-6-DICUND-G	Acidobacteriaceae	D_undulatum	Green	31807
S-6-DICUND-G	Baltobacteraceae	D_undulatum	Green	3576
S-6-DICUND-G	Beijerinckiaceae	D_undulatum	Green	1833
S-6-DICUND-G	Burkholderiaceae	D_undulatum	Green	1372
S-6-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	98
S-6-DICUND-G	Nostocaceae	D_undulatum	Green	30663
S-6-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	43771
S-6-DICUND-G	Steroidobacteraceae	D_undulatum	Green	3346
S-6-DICUND-G	Streptosporangiaceae	D_undulatum	Green	961
S-6-POLCOM-B	Acetobacteraceae	P_commune	Brown	35414
S-6-POLCOM-B	Acidobacteriaceae	P_commune	Brown	58021
S-6-POLCOM-B	Baltobacteraceae	P_commune	Brown	26802
S-6-POLCOM-B	Beijerinckiaceae	P_commune	Brown	8410
S-6-POLCOM-B	Burkholderiaceae	P_commune	Brown	6477
S-6-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	360
S-6-POLCOM-B	Nostocaceae	P_commune	Brown	1468
S-6-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	11642
S-6-POLCOM-B	Steroidobacteraceae	P_commune	Brown	28061
S-6-POLCOM-B	Streptosporangiaceae	P_commune	Brown	4639
S-6-POLCOM-G	Acetobacteraceae	P_commune	Green	36565
S-6-POLCOM-G	Acidobacteriaceae	P_commune	Green	31267
S-6-POLCOM-G	Baltobacteraceae	P_commune	Green	33527
S-6-POLCOM-G	Beijerinckiaceae	P_commune	Green	19126
S-6-POLCOM-G	Burkholderiaceae	P_commune	Green	7211
S-6-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	431
S-6-POLCOM-G	Nostocaceae	P_commune	Green	204
S-6-POLCOM-G	Solirubrobacteraceae	P_commune	Green	5112
S-6-POLCOM-G	Steroidobacteraceae	P_commune	Green	13923
S-6-POLCOM-G	Streptosporangiaceae	P_commune	Green	428
S-6-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	9803
S-6-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	21396
S-6-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	961
S-6-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	1603
S-6-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	12540
S-6-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	100
S-6-POLPIL-B	Nostocaceae	P_piliferum	Brown	512
S-6-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	472
S-6-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	28027
S-6-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	3321
S-6-POLPIL-G	Acetobacteraceae	P_piliferum	Green	11307
S-6-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	35153
S-6-POLPIL-G	Baltobacteraceae	P_piliferum	Green	1561
S-6-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	18887
S-6-POLPIL-G	Burkholderiaceae	P_piliferum	Green	5227
S-6-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	132
S-6-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-6-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1156
S-6-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	11623
S-6-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	561
S-7-DICUND-B	Acetobacteraceae	D_undulatum	Brown	2200
S-7-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	14244
S-7-DICUND-B	Baltobacteraceae	D_undulatum	Brown	942
S-7-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	1135
S-7-DICUND-B	Burkholderiaceae	D_undulatum	Brown	1814
S-7-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-7-DICUND-B	Nostocaceae	D_undulatum	Brown	21328
S-7-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	15945
S-7-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	5371
S-7-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	3380
S-7-DICUND-G	Acetobacteraceae	D_undulatum	Green	355
S-7-DICUND-G	Acidobacteriaceae	D_undulatum	Green	2759
S-7-DICUND-G	Baltobacteraceae	D_undulatum	Green	2368
S-7-DICUND-G	Beijerinckiaceae	D_undulatum	Green	207
S-7-DICUND-G	Burkholderiaceae	D_undulatum	Green	2328
S-7-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	0
S-7-DICUND-G	Nostocaceae	D_undulatum	Green	75
S-7-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	8666
S-7-DICUND-G	Steroidobacteraceae	D_undulatum	Green	8027
S-7-DICUND-G	Streptosporangiaceae	D_undulatum	Green	37771
S-7-POLCOM-B	Acetobacteraceae	P_commune	Brown	19793
S-7-POLCOM-B	Acidobacteriaceae	P_commune	Brown	25065
S-7-POLCOM-B	Baltobacteraceae	P_commune	Brown	17693
S-7-POLCOM-B	Beijerinckiaceae	P_commune	Brown	4128
S-7-POLCOM-B	Burkholderiaceae	P_commune	Brown	4208
S-7-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	128
S-7-POLCOM-B	Nostocaceae	P_commune	Brown	0
S-7-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	7355
S-7-POLCOM-B	Steroidobacteraceae	P_commune	Brown	19929
S-7-POLCOM-B	Streptosporangiaceae	P_commune	Brown	9169
S-7-POLCOM-G	Acetobacteraceae	P_commune	Green	36244
S-7-POLCOM-G	Acidobacteriaceae	P_commune	Green	25574
S-7-POLCOM-G	Baltobacteraceae	P_commune	Green	42615
S-7-POLCOM-G	Beijerinckiaceae	P_commune	Green	26089
S-7-POLCOM-G	Burkholderiaceae	P_commune	Green	16771
S-7-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	370
S-7-POLCOM-G	Nostocaceae	P_commune	Green	0
S-7-POLCOM-G	Solirubrobacteraceae	P_commune	Green	22111
S-7-POLCOM-G	Steroidobacteraceae	P_commune	Green	36279
S-7-POLCOM-G	Streptosporangiaceae	P_commune	Green	645
S-7-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	15599
S-7-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	58649
S-7-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	93
S-7-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	17310
S-7-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	14978
S-7-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	23836
S-7-POLJUN-B	Nostocaceae	P_juniperinum	Brown	7261
S-7-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	574
S-7-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	36628
S-7-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	0
S-7-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	8934
S-7-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	6735
S-7-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	0
S-7-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	8783
S-7-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	11208
S-7-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	8204
S-7-POLJUN-G	Nostocaceae	P_juniperinum	Green	1097
S-7-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	0
S-7-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	7907
S-7-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	0
S-7-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	15847
S-7-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	51519
S-7-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	498
S-7-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	6746
S-7-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	1485
S-7-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	0
S-7-POLPIL-B	Nostocaceae	P_piliferum	Brown	18916
S-7-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	879
S-7-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	15669
S-7-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	5898
S-7-POLPIL-G	Acetobacteraceae	P_piliferum	Green	10155
S-7-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	17158
S-7-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-7-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	10756
S-7-POLPIL-G	Burkholderiaceae	P_piliferum	Green	758
S-7-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	0
S-7-POLPIL-G	Nostocaceae	P_piliferum	Green	3003
S-7-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	732
S-7-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	6524
S-7-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	345
S-8-DICUND-B	Acetobacteraceae	D_undulatum	Brown	361
S-8-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	2986
S-8-DICUND-B	Baltobacteraceae	D_undulatum	Brown	466
S-8-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	108
S-8-DICUND-B	Burkholderiaceae	D_undulatum	Brown	2144
S-8-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-8-DICUND-B	Nostocaceae	D_undulatum	Brown	144
S-8-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	5216
S-8-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	7995
S-8-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	53173
S-8-DICUND-G	Acetobacteraceae	D_undulatum	Green	1802
S-8-DICUND-G	Acidobacteriaceae	D_undulatum	Green	8552
S-8-DICUND-G	Baltobacteraceae	D_undulatum	Green	745
S-8-DICUND-G	Beijerinckiaceae	D_undulatum	Green	698
S-8-DICUND-G	Burkholderiaceae	D_undulatum	Green	1480
S-8-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	0
S-8-DICUND-G	Nostocaceae	D_undulatum	Green	27649
S-8-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	9093
S-8-DICUND-G	Steroidobacteraceae	D_undulatum	Green	5219
S-8-DICUND-G	Streptosporangiaceae	D_undulatum	Green	9701
S-8-POLCOM-B	Acetobacteraceae	P_commune	Brown	23211
S-8-POLCOM-B	Acidobacteriaceae	P_commune	Brown	41799
S-8-POLCOM-B	Baltobacteraceae	P_commune	Brown	34072
S-8-POLCOM-B	Beijerinckiaceae	P_commune	Brown	4478
S-8-POLCOM-B	Burkholderiaceae	P_commune	Brown	9218
S-8-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	516
S-8-POLCOM-B	Nostocaceae	P_commune	Brown	9773
S-8-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	11906
S-8-POLCOM-B	Steroidobacteraceae	P_commune	Brown	26000
S-8-POLCOM-B	Streptosporangiaceae	P_commune	Brown	22385
S-8-POLCOM-G	Acetobacteraceae	P_commune	Green	26842
S-8-POLCOM-G	Acidobacteriaceae	P_commune	Green	19361
S-8-POLCOM-G	Baltobacteraceae	P_commune	Green	54768
S-8-POLCOM-G	Beijerinckiaceae	P_commune	Green	14289
S-8-POLCOM-G	Burkholderiaceae	P_commune	Green	30005
S-8-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	1291
S-8-POLCOM-G	Nostocaceae	P_commune	Green	69
S-8-POLCOM-G	Solirubrobacteraceae	P_commune	Green	26043
S-8-POLCOM-G	Steroidobacteraceae	P_commune	Green	15909
S-8-POLCOM-G	Streptosporangiaceae	P_commune	Green	1461
S-8-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	18472
S-8-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	88852
S-8-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	112
S-8-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	19898
S-8-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	14205
S-8-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	11604
S-8-POLJUN-B	Nostocaceae	P_juniperinum	Brown	22084
S-8-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	296
S-8-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	18037
S-8-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	0
S-8-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	7735
S-8-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	9851
S-8-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	0
S-8-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	12234
S-8-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	12074
S-8-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	5260
S-8-POLJUN-G	Nostocaceae	P_juniperinum	Green	6642
S-8-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	0
S-8-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	8433
S-8-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	0
S-8-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	18914
S-8-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	47139
S-8-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	7881
S-8-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	7030
S-8-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	1970
S-8-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	0
S-8-POLPIL-B	Nostocaceae	P_piliferum	Brown	7365
S-8-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	824
S-8-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	16968
S-8-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	5667
S-8-POLPIL-G	Acetobacteraceae	P_piliferum	Green	4722
S-8-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	8411
S-8-POLPIL-G	Baltobacteraceae	P_piliferum	Green	166
S-8-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	4107
S-8-POLPIL-G	Burkholderiaceae	P_piliferum	Green	545
S-8-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	0
S-8-POLPIL-G	Nostocaceae	P_piliferum	Green	1318
S-8-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	274
S-8-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	3502
S-8-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	171
S-9-DICUND-B	Acetobacteraceae	D_undulatum	Brown	299
S-9-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	1342
S-9-DICUND-B	Baltobacteraceae	D_undulatum	Brown	828
S-9-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	199
S-9-DICUND-B	Burkholderiaceae	D_undulatum	Brown	585
S-9-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-9-DICUND-B	Nostocaceae	D_undulatum	Brown	153
S-9-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	7122
S-9-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	3280
S-9-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	47206
S-9-DICUND-G	Acetobacteraceae	D_undulatum	Green	5788
S-9-DICUND-G	Acidobacteriaceae	D_undulatum	Green	19909
S-9-DICUND-G	Baltobacteraceae	D_undulatum	Green	2185
S-9-DICUND-G	Beijerinckiaceae	D_undulatum	Green	1904
S-9-DICUND-G	Burkholderiaceae	D_undulatum	Green	1276
S-9-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	0
S-9-DICUND-G	Nostocaceae	D_undulatum	Green	49108
S-9-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	20807
S-9-DICUND-G	Steroidobacteraceae	D_undulatum	Green	2968
S-9-DICUND-G	Streptosporangiaceae	D_undulatum	Green	3293
S-9-POLCOM-B	Acetobacteraceae	P_commune	Brown	42454
S-9-POLCOM-B	Acidobacteriaceae	P_commune	Brown	56414
S-9-POLCOM-B	Baltobacteraceae	P_commune	Brown	44879
S-9-POLCOM-B	Beijerinckiaceae	P_commune	Brown	9093
S-9-POLCOM-B	Burkholderiaceae	P_commune	Brown	14893
S-9-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	279
S-9-POLCOM-B	Nostocaceae	P_commune	Brown	3750
S-9-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	21281
S-9-POLCOM-B	Steroidobacteraceae	P_commune	Brown	38176
S-9-POLCOM-B	Streptosporangiaceae	P_commune	Brown	12320
S-9-POLCOM-G	Acetobacteraceae	P_commune	Green	21870
S-9-POLCOM-G	Acidobacteriaceae	P_commune	Green	23371
S-9-POLCOM-G	Baltobacteraceae	P_commune	Green	26193
S-9-POLCOM-G	Beijerinckiaceae	P_commune	Green	17006
S-9-POLCOM-G	Burkholderiaceae	P_commune	Green	20636
S-9-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	881
S-9-POLCOM-G	Nostocaceae	P_commune	Green	0
S-9-POLCOM-G	Solirubrobacteraceae	P_commune	Green	21955
S-9-POLCOM-G	Steroidobacteraceae	P_commune	Green	17387
S-9-POLCOM-G	Streptosporangiaceae	P_commune	Green	658
S-9-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	10721
S-9-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	57415
S-9-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	71
S-9-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	19914
S-9-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	11330
S-9-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	19425
S-9-POLJUN-B	Nostocaceae	P_juniperinum	Brown	13349
S-9-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	400
S-9-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	18406
S-9-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	0
S-9-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	10702
S-9-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	18162
S-9-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	0
S-9-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	9839
S-9-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	20393
S-9-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	15501
S-9-POLJUN-G	Nostocaceae	P_juniperinum	Green	4643
S-9-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	95
S-9-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	26705
S-9-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	0
S-9-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	19436
S-9-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	40747
S-9-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	600
S-9-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	6198
S-9-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	732
S-9-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	0
S-9-POLPIL-B	Nostocaceae	P_piliferum	Brown	23981
S-9-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	639
S-9-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	16869
S-9-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	1253
S-9-POLPIL-G	Acetobacteraceae	P_piliferum	Green	7303
S-9-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	10868
S-9-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-9-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	4359
S-9-POLPIL-G	Burkholderiaceae	P_piliferum	Green	763
S-9-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	0
S-9-POLPIL-G	Nostocaceae	P_piliferum	Green	8265
S-9-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	200
S-9-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	5635
S-9-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	134
