"","block","plot","species","functional_div","species_richness","genus","group","PLOTID","X","Y","MONO","rel.abund.gym","UniqueID","biomass","volume","Wd","Seed.mass","LMA","Nmass","Amass","Llo"
"s98","A","MM6A","ACSA",6,12,"Acer","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AACSA",596664.329893335,1065472.01766667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s71","A","MM6A","BEAL",6,12,"Betula","Angio","AMM6A",3,9,"notmono",0.5,"AMM6ABEAL",278510.838466667,506383.342666667,0.55,1,46.08294931,2.2,206,5.5
"s97","A","MM6A","LALA",6,12,"Larix","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6ALALA",876593.242816668,1788965.80166667,0.49,2,120.0000005,1.355,59.41951,6
"s153","A","MM6A","PIAB",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIAB",60624.044271,163848.7683,0.37,7,235.18,1.19,29.31,103.2
"s68","A","MM6A","PIOM",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIOM",729.1944,2025.54,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s130","A","MM6A","PIRU",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIRU",13976.41737,37774.101,0.37,3.3,263,1.2,32,55
"s84","A","MM6A","QURO",6,12,"Quercus","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AQURO",759124.559666665,1355579.57083333,0.56,3378,64.85453931,1.86,85.1,6.000673539
"s78","A","MM6A","TICO",6,12,"Tilia","Angio","AMM6A",3,9,"notmono",0.5,"AMM6ATICO",724594.906083439,1717497.22933333,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s304","A","MM6B","ACPL",5,12,"Acer","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BACPL",468481.485330666,907030.949333333,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s302","A","MM6B","BEPA",5,12,"Betula","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BBEPA",1876184.91576,3908718.5745,0.48,0.3,85.50806324,2.208401667,195,5.5
"s188","A","MM6B","LADE",5,12,"Larix","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BLADE",1091665.3158001,2305279.94045,0.47355,7.1,86.28640264,1.955,71.616275,6.000336769
"s264","A","MM6B","PIAB",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIAB",71239.0351853332,192537.932933333,0.37,7,235.18,1.19,29.31,103.2
"s170","A","MM6B","PIGL",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIGL",41176.4511949999,124777.124833333,0.33,2.4,302.86,1.28,35.58,50
"s138","A","MM6B","PIOM",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIOM",2274.340428,6317.6123,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s145","A","MM6B","PIRE",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIRE",52497.8780636665,128043.605033333,0.41,9,294.12,1.17,24,36
"s283","A","MM6B","PIST",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIST",86947.8350666668,255728.926666667,0.34,17,121.9153937,1.423333333,43.79823667,20
"s112","A","MM6B","PISY",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPISY",184842.7567264,438016.0112,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s305","A","MM6B","QURU",5,12,"Quercus","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BQURU",933514.591706665,1666990.34233333,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s297","A","MM6B","THOC",5,12,"Thuya","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BTHOC",147249.75665,490832.522166667,0.3,1.5,223.0000016,1.02,32.22441,33
"s190","A","MM6B","TICO",5,12,"Tilia","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BTICO",168958.54348254,400480.086,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s277","A","PIAB","PIAB",0,1,"Picea","Gymno","APIAB",3,1,"mono",1,"APIABPIAB",168590.973855917,455651.280691667,0.37,7,235.18,1.19,29.31,103.2
"s159","A","PIGL","PIGL",0,1,"Picea","Gymno","APIGL",1,6,"mono",1,"APIGLPIGL",153344.83263275,464681.311008333,0.33,2.4,302.86,1.28,35.58,50
"s273","A","PIOM","PIOM",0,1,"Picea","Gymno","APIOM",5,2,"mono",1,"APIOMPIOM",37434.1116120001,103983.643366667,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s279","A","PIRE","PIRE",0,1,"Pinus","Gymno","APIRE",4,2,"mono",1,"APIREPIRE",168054.605709972,409889.282219444,0.41,9,294.12,1.17,24,36
"s288","A","PIRU","PIRU",0,1,"Picea","Gymno","APIRU",2,3,"mono",1,"APIRUPIRU",70176.1275283611,189665.209536111,0.37,3.3,263,1.2,32,55
"s93","A","PIST","PIST",0,1,"Pinus","Gymno","APIST",5,9,"mono",1,"APISTPIST",195034.915989,573632.10585,0.34,17,121.9153937,1.423333333,43.79823667,20
"s287","A","PISY","PISY",0,1,"Pinus","Gymno","APISY",1,4,"mono",1,"APISYPISY",273515.03298076,648139.88858,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s125","A","QURO","QURO",0,1,"Quercus","Angio","AQURO",5,5,"mono",0,"AQUROQURO",377040.326133334,673286.296666667,0.56,3378,64.85453931,1.86,85.1,6.000673539
"s73","A","QURU","QURU",0,1,"Quercus","Angio","AQURU",4,6,"mono",0,"AQURUQURU",430127.606816444,768085.012172222,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s40","A","THOC","THOC",0,1,"Thuya","Gymno","ATHOC",1,1,"mono",1,"ATHOCTHOC",147265.19306,490883.976866667,0.3,1.5,223.0000016,1.02,32.22441,33
"s275","A","TICO","TICO",0,1,"Tilia","Angio","ATICO",3,4,"mono",0,"ATICOTICO",324918.554844983,770149.932079412,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s147","B","12N","ABBA",5,12,"Abies","Gymno","B12N",4,18,"notmono",0.5833333,"B12NABBA",14798.15128,44842.8826666667,0.33,7.6,143,1.45,50,84
"s13","B","12N","ACRU",5,12,"Acer","Angio","B12N",4,18,"notmono",0.5833333,"B12NACRU",832443.5266,1698864.34,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s7","B","12N","ACSA",5,12,"Acer","Angio","B12N",4,18,"notmono",0.5833333,"B12NACSA",289129.736186667,516303.100333333,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s47","B","12N","BEAL",5,12,"Betula","Angio","B12N",4,18,"notmono",0.5833333,"B12NBEAL",480766.185991667,874120.338166667,0.55,1,46.08294931,2.2,206,5.5
"s25","B","12N","BEPA",5,12,"Betula","Angio","B12N",4,18,"notmono",0.5833333,"B12NBEPA",2188183.23472,4558715.07233333,0.48,0.3,85.50806324,2.208401667,195,5.5
"s17","B","12N","LALA",5,12,"Larix","Gymno","B12N",4,18,"notmono",0.5833333,"B12NLALA",397176.532382,810564.3518,0.49,2,120.0000005,1.355,59.41951,6
"s171","B","12N","PIGL",5,12,"Picea","Gymno","B12N",4,18,"notmono",0.5833333,"B12NPIGL",32432.813435,98281.2528333333,0.33,2.4,302.86,1.28,35.58,50
"s30","B","12N","PIRE",5,12,"Pinus","Gymno","B12N",4,18,"notmono",0.5833333,"B12NPIRE",33824.8325423333,82499.5915666667,0.41,9,294.12,1.17,24,36
"s117","B","12N","PIRU",5,12,"Picea","Gymno","B12N",4,18,"notmono",0.5833333,"B12NPIRU",17362.127826,46924.6698,0.37,3.3,263,1.2,32,55
"s16","B","12N","PIST",5,12,"Pinus","Gymno","B12N",4,18,"notmono",0.5833333,"B12NPIST",67389.075692,198203.1638,0.34,17,121.9153937,1.423333333,43.79823667,20
"s36","B","12N","QURU",5,12,"Quercus","Angio","B12N",4,18,"notmono",0.5833333,"B12NQURU",1174864.99984,2097973.214,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s88","B","12N","THOC",5,12,"Thuya","Gymno","B12N",4,18,"notmono",0.5833333,"B12NTHOC",27047.0185,90156.7283333333,0.3,1.5,223.0000016,1.02,32.22441,33
"s205","B","2N1","PIRE",1,2,"Pinus","Gymno","B2N1",3,12,"notmono",1,"B2N1PIRE",185121.036236389,451514.722527778,0.41,9,294.12,1.17,24,36
"s204","B","2N1","PIRU",1,2,"Picea","Gymno","B2N1",3,12,"notmono",1,"B2N1PIRU",111718.791706889,301942.680288889,0.37,3.3,263,1.2,32,55
"s144","B","2N2","LALA",2,2,"Larix","Gymno","B2N2",2,16,"notmono",1,"B2N2LALA",807376.480483612,1647707.10302778,0.49,2,120.0000005,1.355,59.41951,6
"s132","B","2N2","PIST",2,2,"Pinus","Gymno","B2N2",2,16,"notmono",1,"B2N2PIST",84130.0677115555,247441.375622222,0.34,17,121.9153937,1.423333333,43.79823667,20
"s238","B","2N3","BEAL",3,2,"Betula","Angio","B2N3",3,10,"notmono",0,"B2N3BEAL",280266.108634722,509574.742972222,0.55,1,46.08294931,2.2,206,5.5
"s229","B","2N3","QURU",3,2,"Quercus","Angio","B2N3",3,10,"notmono",0,"B2N3QURU",638083.792251114,1139435.34330556,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s100","B","2N4","BEPA",4,2,"Betula","Angio","B2N4",3,18,"notmono",0,"B2N4BEPA",670538.127399998,1396954.43208333,0.48,0.3,85.50806324,2.208401667,195,5.5
"s26","B","2N4","QURU",4,2,"Quercus","Angio","B2N4",3,18,"notmono",0,"B2N4QURU",281440.576517334,502572.458066667,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s180","B","2N5","PIGL",5,2,"Picea","Gymno","B2N5",6,15,"notmono",1,"B2N5PIGL",98712.1525646665,299127.735044444,0.33,2.4,302.86,1.28,35.58,50
"s15","B","2N5","PIST",5,2,"Pinus","Gymno","B2N5",6,15,"notmono",1,"B2N5PIST",240859.013896,708408.8644,0.34,17,121.9153937,1.423333333,43.79823667,20
"s10","B","2N6","ABBA",6,2,"Abies","Gymno","B2N6",5,18,"notmono",0.5,"B2N6ABBA",32272.2501291667,97794.6973611111,0.33,7.6,143,1.45,50,84
"s9","B","2N6","ACRU",6,2,"Acer","Angio","B2N6",5,18,"notmono",0.5,"B2N6ACRU",508038.1499165,1036812.55085,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s256","B","2N7","ACSA",7,2,"Acer","Angio","B2N7",2,12,"notmono",0.5,"B2N7ACSA",288285.44280421,514795.433578947,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s237","B","2N7","LALA",7,2,"Larix","Gymno","B2N7",2,12,"notmono",0.5,"B2N7LALA",672504.03475047,1372457.21377647,0.49,2,120.0000005,1.355,59.41951,6
"s243","B","2N8","ACSA",8,2,"Acer","Angio","B2N8",6,13,"notmono",0.5,"B2N8ACSA",298818.050514666,533603.661633333,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s234","B","2N8","THOC",8,2,"Thuya","Gymno","B2N8",6,13,"notmono",0.5,"B2N8THOC",112326.4095,374421.365,0.3,1.5,223.0000016,1.02,32.22441,33
"s18","B","2NR2A","ACRU",2,2,"Acer","Angio","B2NR2A",6,18,"notmono",0,"B2NR2AACRU",294984.666120278,602009.522694445,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s19","B","2NR2A","BEAL",2,2,"Betula","Angio","B2NR2A",6,18,"notmono",0,"B2NR2ABEAL",209826.747252222,381503.176822222,0.55,1,46.08294931,2.2,206,5.5
"s29","B","2NR2B","PIRE",2,2,"Pinus","Gymno","B2NR2B",1,18,"notmono",1,"B2NR2BPIRE",244177.311473389,595554.418227778,0.41,9,294.12,1.17,24,36
"s116","B","2NR2B","PIST",2,2,"Pinus","Gymno","B2NR2B",1,18,"notmono",1,"B2NR2BPIST",214805.726697778,631781.549111111,0.34,17,121.9153937,1.423333333,43.79823667,20
"s34","B","2NR4","LALA",4,2,"Larix","Gymno","B2NR4",3,17,"notmono",1,"B2NR4LALA",803595.866517888,1639991.56432222,0.49,2,120.0000005,1.355,59.41951,6
"s134","B","2NR4","PIGL",4,2,"Picea","Gymno","B2NR4",3,17,"notmono",1,"B2NR4PIGL",34958.0425186667,105933.462177778,0.33,2.4,302.86,1.28,35.58,50
"s22","B","2NR5","BEPA",5,2,"Betula","Angio","B2NR5",3,16,"notmono",0.5,"B2NR5BEPA",1134711.662648,2363982.63051667,0.48,0.3,85.50806324,2.208401667,195,5.5
"s31","B","2NR5","PIST",5,2,"Pinus","Gymno","B2NR5",3,16,"notmono",0.5,"B2NR5PIST",40079.637564889,117881.286955556,0.34,17,121.9153937,1.423333333,43.79823667,20
"s259","B","2NR7A","ABBA",7,2,"Abies","Gymno","B2NR7A",4,10,"notmono",0.5,"B2NR7AABBA",55627.5215374999,168568.247083333,0.33,7.6,143,1.45,50,84
"s254","B","2NR7A","ACSA",7,2,"Acer","Angio","B2NR7A",4,10,"notmono",0.5,"B2NR7AACSA",269404.187266667,481078.905833333,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s250","B","2NR7B","ACRU",7,2,"Acer","Angio","B2NR7B",5,13,"notmono",0.5,"B2NR7BACRU",580362.012855332,1184412.27113333,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s209","B","2NR7B","THOC",7,2,"Thuya","Gymno","B2NR7B",5,13,"notmono",0.5,"B2NR7BTHOC",36337.3294883334,121124.431627778,0.3,1.5,223.0000016,1.02,32.22441,33
"s227","B","4N1","ABBA",1,4,"Abies","Gymno","B4N1",5,11,"notmono",1,"B4N1ABBA",127707.165329333,386991.410088889,0.33,7.6,143,1.45,50,84
"s241","B","4N1","PIGL",1,4,"Picea","Gymno","B4N1",5,11,"notmono",1,"B4N1PIGL",110964.305789333,336255.472088889,0.33,2.4,302.86,1.28,35.58,50
"s202","B","4N1","PIRE",1,4,"Pinus","Gymno","B4N1",5,11,"notmono",1,"B4N1PIRE",250599.593587222,611218.520944444,0.41,9,294.12,1.17,24,36
"s212","B","4N1","PIRU",1,4,"Picea","Gymno","B4N1",5,11,"notmono",1,"B4N1PIRU",101007.429955333,272993.053933333,0.37,3.3,263,1.2,32,55
"s1","B","4N2","ACRU",2,4,"Acer","Angio","B4N2",1,16,"notmono",0,"B4N2ACRU",191601.262824222,391022.985355556,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s5","B","4N2","BEAL",2,4,"Betula","Angio","B4N2",1,16,"notmono",0,"B4N2BEAL",103683.234147778,188514.971177778,0.55,1,46.08294931,2.2,206,5.5
"s90","B","4N2","BEPA",2,4,"Betula","Angio","B4N2",1,16,"notmono",0,"B4N2BEPA",958678.479466666,1997246.83222222,0.48,0.3,85.50806324,2.208401667,195,5.5
"s2","B","4N2","QURU",2,4,"Quercus","Angio","B4N2",1,16,"notmono",0,"B4N2QURU",783780.129751114,1399607.37455556,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s28","B","4N3","BEAL",3,4,"Betula","Angio","B4N3",5,17,"notmono",0.75,"B4N3BEAL",1749274.53188889,3180499.14888889,0.55,1,46.08294931,2.2,206,5.5
"s27","B","4N3","PIRE",3,4,"Pinus","Gymno","B4N3",5,17,"notmono",0.75,"B4N3PIRE",33449.7844728889,81584.8401777778,0.41,9,294.12,1.17,24,36
"s162","B","4N3","PIRU",3,4,"Picea","Gymno","B4N3",5,17,"notmono",0.75,"B4N3PIRU",20783.4631276667,56171.5219666667,0.37,3.3,263,1.2,32,55
"s23","B","4N3","PIST",3,4,"Pinus","Gymno","B4N3",5,17,"notmono",0.75,"B4N3PIST",30548.1552888889,89847.5155555556,0.34,17,121.9153937,1.423333333,43.79823667,20
"s208","B","4N4","ABBA",4,4,"Abies","Gymno","B4N4",1,10,"notmono",0.75,"B4N4ABBA",39797.7806783334,120599.335388889,0.33,7.6,143,1.45,50,84
"s207","B","4N4","BEPA",4,4,"Betula","Angio","B4N4",1,10,"notmono",0.75,"B4N4BEPA",1695614.23512,3532529.6565,0.48,0.3,85.50806324,2.208401667,195,5.5
"s214","B","4N4","LALA",4,4,"Larix","Gymno","B4N4",1,10,"notmono",0.75,"B4N4LALA",266566.772273667,544013.820966667,0.49,2,120.0000005,1.355,59.41951,6
"s218","B","4N4","PIGL",4,4,"Picea","Gymno","B4N4",1,10,"notmono",0.75,"B4N4PIGL",51806.5622800001,156989.582666667,0.33,2.4,302.86,1.28,35.58,50
"s149","B","4N5","ABBA",5,4,"Abies","Gymno","B4N5",4,15,"notmono",0.75,"B4N5ABBA",57863.1146463335,175342.771655556,0.33,7.6,143,1.45,50,84
"s103","B","4N5","ACSA",5,4,"Acer","Angio","B4N5",4,15,"notmono",0.75,"B4N5ACSA",862332.665089778,1539879.75908889,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s187","B","4N5","PIGL",5,4,"Picea","Gymno","B4N5",4,15,"notmono",0.75,"B4N5PIGL",57480.8024779999,174184.249933333,0.33,2.4,302.86,1.28,35.58,50
"s168","B","4N5","PIRU",5,4,"Picea","Gymno","B4N5",4,15,"notmono",0.75,"B4N5PIRU",64611.3121106668,174625.167866667,0.37,3.3,263,1.2,32,55
"s99","B","4N6","LALA",6,4,"Larix","Gymno","B4N6",5,16,"notmono",0.75,"B4N6LALA",475807.706939444,971036.136611111,0.49,2,120.0000005,1.355,59.41951,6
"s37","B","4N6","PIST",6,4,"Pinus","Gymno","B4N6",5,16,"notmono",0.75,"B4N6PIST",25689.3401746667,75556.8828666667,0.34,17,121.9153937,1.423333333,43.79823667,20
"s21","B","4N6","QURU",6,4,"Quercus","Angio","B4N6",5,16,"notmono",0.75,"B4N6QURU",1297719.72070222,2317356.64411111,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s14","B","4N6","THOC",6,4,"Thuya","Gymno","B4N6",5,16,"notmono",0.75,"B4N6THOC",36795.2092866666,122650.697622222,0.3,1.5,223.0000016,1.02,32.22441,33
"s4","B","4N7","ACRU",7,4,"Acer","Angio","B4N7",2,18,"notmono",0.5,"B4N7ACRU",465473.406175556,949945.726888889,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s133","B","4N7","PIST",7,4,"Pinus","Gymno","B4N7",2,18,"notmono",0.5,"B4N7PIST",65533.91931,192746.8215,0.34,17,121.9153937,1.423333333,43.79823667,20
"s20","B","4N7","QURU",7,4,"Quercus","Angio","B4N7",2,18,"notmono",0.5,"B4N7QURU",913462.465222222,1631182.97361111,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s51","B","4N7","THOC",7,4,"Thuya","Gymno","B4N7",2,18,"notmono",0.5,"B4N7THOC",16637.6802966667,55458.9343222222,0.3,1.5,223.0000016,1.02,32.22441,33
"s32","B","4N8","ACSA",8,4,"Acer","Angio","B4N8",1,17,"notmono",0.5,"B4N8ACSA",363894.279908444,649811.214122222,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s3","B","4N8","BEAL",8,4,"Betula","Angio","B4N8",1,17,"notmono",0.5,"B4N8BEAL",910041.278098332,1654620.50563333,0.55,1,46.08294931,2.2,206,5.5
"s163","B","4N8","PIGL",8,4,"Picea","Gymno","B4N8",1,17,"notmono",0.5,"B4N8PIGL",36869.8330879999,111726.766933333,0.33,2.4,302.86,1.28,35.58,50
"s6","B","4N8","THOC",8,4,"Thuya","Gymno","B4N8",1,17,"notmono",0.5,"B4N8THOC",46545.7813400001,155152.604466667,0.3,1.5,223.0000016,1.02,32.22441,33
"s120","B","4NR2","PIRE",2,4,"Pinus","Gymno","B4NR2",1,15,"notmono",1,"B4NR2PIRE",252618.252841,616142.0801,0.41,9,294.12,1.17,24,36
"s185","B","4NR2","PIRU",2,4,"Picea","Gymno","B4NR2",1,15,"notmono",1,"B4NR2PIRU",85388.4747961111,230779.661611111,0.37,3.3,263,1.2,32,55
"s111","B","4NR2","PIST",2,4,"Pinus","Gymno","B4NR2",1,15,"notmono",1,"B4NR2PIST",255407.114133778,751197.394511111,0.34,17,121.9153937,1.423333333,43.79823667,20
"s222","B","4NR7","ACSA",7,4,"Acer","Angio","B4NR7",3,13,"notmono",0.5,"B4NR7ACSA",111631.625765334,199342.188866667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s261","B","4NR7","BEPA",7,4,"Betula","Angio","B4NR7",3,13,"notmono",0.5,"B4NR7BEPA",2089494.00149867,4353112.50312222,0.48,0.3,85.50806324,2.208401667,195,5.5
"s235","B","4NR7","PIGL",7,4,"Picea","Gymno","B4NR7",3,13,"notmono",0.5,"B4NR7PIGL",29206.0810506667,88503.2759111111,0.33,2.4,302.86,1.28,35.58,50
"s211","B","4NR7","PIST",7,4,"Pinus","Gymno","B4NR7",3,13,"notmono",0.5,"B4NR7PIST",20123.8154764445,59187.6925777778,0.34,17,121.9153937,1.423333333,43.79823667,20
"s121","B","ABBA","ABBA",0,1,"Abies","Gymno","BABBA",3,14,"mono",1,"BABBAABBA",123211.234375167,373367.376894444,0.33,7.6,143,1.45,50,84
"s221","B","ACPL","ACPL",0,1,"Acer","Angio","BACPL",1,13,"mono",0,"BACPLACPL",519324.507457743,1005468.55267714,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s213","B","ACRU","ACRU",0,1,"Acer","Angio","BACRU",6,10,"mono",0,"BACRUACRU",330108.941885333,673691.718133333,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s141","B","ACSA","ACSA",0,1,"Acer","Angio","BACSA",6,14,"mono",0,"BACSAACSA",319872.049748222,571200.088836111,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s216","B","BEAL","BEAL",0,1,"Betula","Angio","BBEAL",4,12,"mono",0,"BBEALBEAL",424892.971489861,772532.675436111,0.55,1,46.08294931,2.2,206,5.5
"s8","B","BEPA","BEPA",0,1,"Betula","Angio","BBEPA",4,17,"mono",0,"BBEPABEPA",584891.951677334,1218524.89932778,0.48,0.3,85.50806324,2.208401667,195,5.5
"s104","B","LADE","LADE",0,1,"Larix","Gymno","BLADE",2,15,"mono",1,"BLADELADE",666969.519365554,1408445.82275484,0.47355,7.1,86.28640264,1.955,71.616275,6.000336769
"s219","B","LALA","LALA",0,1,"Larix","Gymno","BLALA",2,11,"mono",1,"BLALALALA",589343.839457724,1202742.52950556,0.49,2,120.0000005,1.355,59.41951,6
"s257","B","M1","ACRU",1,4,"Acer","Angio","BM1",5,10,"notmono",0,"BM1ACRU",247853.637881111,505823.750777778,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s247","B","M1","BEAL",1,4,"Betula","Angio","BM1",5,10,"notmono",0,"BM1BEAL",337596.460666667,613811.746666667,0.55,1,46.08294931,2.2,206,5.5
"s223","B","M1","TICO",1,4,"Tilia","Angio","BM1",5,10,"notmono",0,"BM1TICO",294372.815451237,697747.790777778,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
