Sample	Phylum	Host	Compartment	Seq_count
S-27-POLPIL-B	Acidobacteriota	P_piliferum	Brown	29792
S-3-POLPIL-B	Acidobacteriota	P_piliferum	Brown	102542
S-4-POLPIL-B	Acidobacteriota	P_piliferum	Brown	36723
S-5-POLPIL-B	Acidobacteriota	P_piliferum	Brown	21007
S-6-POLPIL-B	Acidobacteriota	P_piliferum	Brown	21999
S-7-POLPIL-B	Acidobacteriota	P_piliferum	Brown	51681
S-8-POLPIL-B	Acidobacteriota	P_piliferum	Brown	47255
S-9-POLPIL-B	Acidobacteriota	P_piliferum	Brown	40747
S-1-POLPIL-B	Actinobacteriota	P_piliferum	Brown	3267
S-10-POLPIL-B	Actinobacteriota	P_piliferum	Brown	13482
S-11-POLPIL-B	Actinobacteriota	P_piliferum	Brown	14092
S-12-POLPIL-B	Actinobacteriota	P_piliferum	Brown	4367
S-13-POLPIL-B	Actinobacteriota	P_piliferum	Brown	2433
S-14-POLPIL-B	Actinobacteriota	P_piliferum	Brown	2549
S-15-POLPIL-B	Actinobacteriota	P_piliferum	Brown	2793
S-16-POLPIL-B	Actinobacteriota	P_piliferum	Brown	11770
S-17-POLPIL-B	Actinobacteriota	P_piliferum	Brown	10199
S-18-POLPIL-B	Actinobacteriota	P_piliferum	Brown	7041
S-19-POLPIL-B	Actinobacteriota	P_piliferum	Brown	22400
S-2-POLPIL-B	Actinobacteriota	P_piliferum	Brown	7526
S-20-POLPIL-B	Actinobacteriota	P_piliferum	Brown	11106
S-22-POLPIL-B	Actinobacteriota	P_piliferum	Brown	23768
S-23-POLPIL-B	Actinobacteriota	P_piliferum	Brown	18240
S-24-POLPIL-B	Actinobacteriota	P_piliferum	Brown	10974
S-25-POLPIL-B	Actinobacteriota	P_piliferum	Brown	10491
S-26-POLPIL-B	Actinobacteriota	P_piliferum	Brown	33075
S-27-POLPIL-B	Actinobacteriota	P_piliferum	Brown	15943
S-3-POLPIL-B	Actinobacteriota	P_piliferum	Brown	2922
S-4-POLPIL-B	Actinobacteriota	P_piliferum	Brown	22549
S-5-POLPIL-B	Actinobacteriota	P_piliferum	Brown	22399
S-6-POLPIL-B	Actinobacteriota	P_piliferum	Brown	13166
S-7-POLPIL-B	Actinobacteriota	P_piliferum	Brown	12949
S-8-POLPIL-B	Actinobacteriota	P_piliferum	Brown	14925
S-9-POLPIL-B	Actinobacteriota	P_piliferum	Brown	3802
S-1-POLPIL-B	Actinomycetota	P_piliferum	Brown	1279
S-10-POLPIL-B	Actinomycetota	P_piliferum	Brown	1860
S-11-POLPIL-B	Actinomycetota	P_piliferum	Brown	2709
S-12-POLPIL-B	Actinomycetota	P_piliferum	Brown	648
S-13-POLPIL-B	Actinomycetota	P_piliferum	Brown	3661
S-14-POLPIL-B	Actinomycetota	P_piliferum	Brown	6333
S-15-POLPIL-B	Actinomycetota	P_piliferum	Brown	4209
S-16-POLPIL-B	Actinomycetota	P_piliferum	Brown	6285
S-17-POLPIL-B	Actinomycetota	P_piliferum	Brown	5019
S-18-POLPIL-B	Actinomycetota	P_piliferum	Brown	3974
S-19-POLPIL-B	Actinomycetota	P_piliferum	Brown	3019
S-2-POLPIL-B	Actinomycetota	P_piliferum	Brown	1876
S-20-POLPIL-B	Actinomycetota	P_piliferum	Brown	1202
S-22-POLPIL-B	Actinomycetota	P_piliferum	Brown	2346
S-23-POLPIL-B	Actinomycetota	P_piliferum	Brown	3297
S-24-POLPIL-B	Actinomycetota	P_piliferum	Brown	1996
S-25-POLPIL-B	Actinomycetota	P_piliferum	Brown	1756
S-26-POLPIL-B	Actinomycetota	P_piliferum	Brown	4174
S-27-POLPIL-B	Actinomycetota	P_piliferum	Brown	2270
S-3-POLPIL-B	Actinomycetota	P_piliferum	Brown	1385
S-4-POLPIL-B	Actinomycetota	P_piliferum	Brown	5364
S-5-POLPIL-B	Actinomycetota	P_piliferum	Brown	2494
S-6-POLPIL-B	Actinomycetota	P_piliferum	Brown	2486
S-7-POLPIL-B	Actinomycetota	P_piliferum	Brown	3686
S-8-POLPIL-B	Actinomycetota	P_piliferum	Brown	3126
S-9-POLPIL-B	Actinomycetota	P_piliferum	Brown	1281
S-1-POLPIL-B	Bacteroidota	P_piliferum	Brown	32503
S-10-POLPIL-B	Bacteroidota	P_piliferum	Brown	2527
S-11-POLPIL-B	Bacteroidota	P_piliferum	Brown	3260
S-12-POLPIL-B	Bacteroidota	P_piliferum	Brown	2283
S-13-POLPIL-B	Bacteroidota	P_piliferum	Brown	2095
S-14-POLPIL-B	Bacteroidota	P_piliferum	Brown	1895
S-15-POLPIL-B	Bacteroidota	P_piliferum	Brown	1741
S-16-POLPIL-B	Bacteroidota	P_piliferum	Brown	7319
S-17-POLPIL-B	Bacteroidota	P_piliferum	Brown	11380
S-18-POLPIL-B	Bacteroidota	P_piliferum	Brown	10145
S-19-POLPIL-B	Bacteroidota	P_piliferum	Brown	3561
S-2-POLPIL-B	Bacteroidota	P_piliferum	Brown	19348
S-20-POLPIL-B	Bacteroidota	P_piliferum	Brown	3530
S-22-POLPIL-B	Bacteroidota	P_piliferum	Brown	26188
S-23-POLPIL-B	Bacteroidota	P_piliferum	Brown	13990
S-24-POLPIL-B	Bacteroidota	P_piliferum	Brown	10442
S-25-POLPIL-B	Bacteroidota	P_piliferum	Brown	3667
S-26-POLPIL-B	Bacteroidota	P_piliferum	Brown	18795
S-27-POLPIL-B	Bacteroidota	P_piliferum	Brown	2921
S-3-POLPIL-B	Bacteroidota	P_piliferum	Brown	11681
S-4-POLPIL-B	Bacteroidota	P_piliferum	Brown	9413
S-5-POLPIL-B	Bacteroidota	P_piliferum	Brown	14163
S-6-POLPIL-B	Bacteroidota	P_piliferum	Brown	22735
S-7-POLPIL-B	Bacteroidota	P_piliferum	Brown	3416
S-8-POLPIL-B	Bacteroidota	P_piliferum	Brown	4205
S-9-POLPIL-B	Bacteroidota	P_piliferum	Brown	3668
S-1-POLPIL-B	Cyanobacteria	P_piliferum	Brown	33803
S-10-POLPIL-B	Cyanobacteria	P_piliferum	Brown	4832
S-11-POLPIL-B	Cyanobacteria	P_piliferum	Brown	14926
S-12-POLPIL-B	Cyanobacteria	P_piliferum	Brown	4235
S-13-POLPIL-B	Cyanobacteria	P_piliferum	Brown	0
S-14-POLPIL-B	Cyanobacteria	P_piliferum	Brown	0
S-15-POLPIL-B	Cyanobacteria	P_piliferum	Brown	0
S-16-POLPIL-B	Cyanobacteria	P_piliferum	Brown	2439
S-17-POLPIL-B	Cyanobacteria	P_piliferum	Brown	5809
S-18-POLPIL-B	Cyanobacteria	P_piliferum	Brown	6286
S-19-POLPIL-B	Cyanobacteria	P_piliferum	Brown	22693
S-2-POLPIL-B	Cyanobacteria	P_piliferum	Brown	47600
S-20-POLPIL-B	Cyanobacteria	P_piliferum	Brown	43641
S-22-POLPIL-B	Cyanobacteria	P_piliferum	Brown	90362
S-23-POLPIL-B	Cyanobacteria	P_piliferum	Brown	64007
S-24-POLPIL-B	Cyanobacteria	P_piliferum	Brown	69606
S-25-POLPIL-B	Cyanobacteria	P_piliferum	Brown	53686
S-26-POLPIL-B	Cyanobacteria	P_piliferum	Brown	35676
S-27-POLPIL-B	Cyanobacteria	P_piliferum	Brown	37347
S-3-POLPIL-B	Cyanobacteria	P_piliferum	Brown	35225
S-4-POLPIL-B	Cyanobacteria	P_piliferum	Brown	428
S-5-POLPIL-B	Cyanobacteria	P_piliferum	Brown	1837
S-6-POLPIL-B	Cyanobacteria	P_piliferum	Brown	512
S-7-POLPIL-B	Cyanobacteria	P_piliferum	Brown	18577
S-8-POLPIL-B	Cyanobacteria	P_piliferum	Brown	7273
S-9-POLPIL-B	Cyanobacteria	P_piliferum	Brown	23604
S-1-POLPIL-B	Eremiobacterota	P_piliferum	Brown	2402
S-10-POLPIL-B	Eremiobacterota	P_piliferum	Brown	174
S-11-POLPIL-B	Eremiobacterota	P_piliferum	Brown	0
S-12-POLPIL-B	Eremiobacterota	P_piliferum	Brown	0
S-13-POLPIL-B	Eremiobacterota	P_piliferum	Brown	0
S-14-POLPIL-B	Eremiobacterota	P_piliferum	Brown	0
S-15-POLPIL-B	Eremiobacterota	P_piliferum	Brown	0
S-16-POLPIL-B	Eremiobacterota	P_piliferum	Brown	1031
S-17-POLPIL-B	Eremiobacterota	P_piliferum	Brown	3747
S-18-POLPIL-B	Eremiobacterota	P_piliferum	Brown	1234
S-19-POLPIL-B	Eremiobacterota	P_piliferum	Brown	829
S-2-POLPIL-B	Eremiobacterota	P_piliferum	Brown	8848
S-20-POLPIL-B	Eremiobacterota	P_piliferum	Brown	257
S-22-POLPIL-B	Eremiobacterota	P_piliferum	Brown	2643
S-23-POLPIL-B	Eremiobacterota	P_piliferum	Brown	1121
S-24-POLPIL-B	Eremiobacterota	P_piliferum	Brown	10768
S-25-POLPIL-B	Eremiobacterota	P_piliferum	Brown	1376
S-26-POLPIL-B	Eremiobacterota	P_piliferum	Brown	3960
S-27-POLPIL-B	Eremiobacterota	P_piliferum	Brown	463
S-3-POLPIL-B	Eremiobacterota	P_piliferum	Brown	2598
S-4-POLPIL-B	Eremiobacterota	P_piliferum	Brown	5794
S-5-POLPIL-B	Eremiobacterota	P_piliferum	Brown	2786
S-6-POLPIL-B	Eremiobacterota	P_piliferum	Brown	961
S-7-POLPIL-B	Eremiobacterota	P_piliferum	Brown	498
S-8-POLPIL-B	Eremiobacterota	P_piliferum	Brown	7881
S-9-POLPIL-B	Eremiobacterota	P_piliferum	Brown	600
S-1-POLPIL-B	Others	P_piliferum	Brown	46786
S-10-POLPIL-B	Others	P_piliferum	Brown	15765
S-11-POLPIL-B	Others	P_piliferum	Brown	41281
S-12-POLPIL-B	Others	P_piliferum	Brown	7827
S-13-POLPIL-B	Others	P_piliferum	Brown	675
S-14-POLPIL-B	Others	P_piliferum	Brown	313
S-15-POLPIL-B	Others	P_piliferum	Brown	576
S-16-POLPIL-B	Others	P_piliferum	Brown	8429
S-17-POLPIL-B	Others	P_piliferum	Brown	2955
S-18-POLPIL-B	Others	P_piliferum	Brown	1690
S-19-POLPIL-B	Others	P_piliferum	Brown	33242
S-2-POLPIL-B	Others	P_piliferum	Brown	34752
S-20-POLPIL-B	Others	P_piliferum	Brown	2124
S-22-POLPIL-B	Others	P_piliferum	Brown	61812
S-23-POLPIL-B	Others	P_piliferum	Brown	19270
S-24-POLPIL-B	Others	P_piliferum	Brown	11996
S-25-POLPIL-B	Others	P_piliferum	Brown	8540
S-26-POLPIL-B	Others	P_piliferum	Brown	7822
S-27-POLPIL-B	Others	P_piliferum	Brown	9242
S-3-POLPIL-B	Others	P_piliferum	Brown	74843
S-4-POLPIL-B	Others	P_piliferum	Brown	25452
S-5-POLPIL-B	Others	P_piliferum	Brown	11461
S-6-POLPIL-B	Others	P_piliferum	Brown	10980
S-7-POLPIL-B	Others	P_piliferum	Brown	9238
S-8-POLPIL-B	Others	P_piliferum	Brown	8664
S-9-POLPIL-B	Others	P_piliferum	Brown	4016
S-1-POLPIL-B	Proteobacteria	P_piliferum	Brown	53111
S-10-POLPIL-B	Proteobacteria	P_piliferum	Brown	35765
S-11-POLPIL-B	Proteobacteria	P_piliferum	Brown	47088
S-12-POLPIL-B	Proteobacteria	P_piliferum	Brown	22900
S-13-POLPIL-B	Proteobacteria	P_piliferum	Brown	22204
S-14-POLPIL-B	Proteobacteria	P_piliferum	Brown	11753
S-15-POLPIL-B	Proteobacteria	P_piliferum	Brown	16657
S-16-POLPIL-B	Proteobacteria	P_piliferum	Brown	19348
S-17-POLPIL-B	Proteobacteria	P_piliferum	Brown	32574
S-18-POLPIL-B	Proteobacteria	P_piliferum	Brown	29285
S-19-POLPIL-B	Proteobacteria	P_piliferum	Brown	41521
S-2-POLPIL-B	Proteobacteria	P_piliferum	Brown	43310
S-20-POLPIL-B	Proteobacteria	P_piliferum	Brown	52819
S-22-POLPIL-B	Proteobacteria	P_piliferum	Brown	58259
S-23-POLPIL-B	Proteobacteria	P_piliferum	Brown	52615
S-24-POLPIL-B	Proteobacteria	P_piliferum	Brown	51033
S-25-POLPIL-B	Proteobacteria	P_piliferum	Brown	44355
S-26-POLPIL-B	Proteobacteria	P_piliferum	Brown	26611
S-27-POLPIL-B	Proteobacteria	P_piliferum	Brown	20676
S-3-POLPIL-B	Proteobacteria	P_piliferum	Brown	22902
S-4-POLPIL-B	Proteobacteria	P_piliferum	Brown	94638
S-5-POLPIL-B	Proteobacteria	P_piliferum	Brown	45229
S-6-POLPIL-B	Proteobacteria	P_piliferum	Brown	41823
S-7-POLPIL-B	Proteobacteria	P_piliferum	Brown	31958
S-8-POLPIL-B	Proteobacteria	P_piliferum	Brown	36058
S-9-POLPIL-B	Proteobacteria	P_piliferum	Brown	36302
S-1-POLPIL-B	Pseudomonadota	P_piliferum	Brown	10801
S-10-POLPIL-B	Pseudomonadota	P_piliferum	Brown	19361
S-11-POLPIL-B	Pseudomonadota	P_piliferum	Brown	22890
S-12-POLPIL-B	Pseudomonadota	P_piliferum	Brown	11109
S-13-POLPIL-B	Pseudomonadota	P_piliferum	Brown	28628
S-14-POLPIL-B	Pseudomonadota	P_piliferum	Brown	42962
S-15-POLPIL-B	Pseudomonadota	P_piliferum	Brown	27762
S-16-POLPIL-B	Pseudomonadota	P_piliferum	Brown	28227
S-17-POLPIL-B	Pseudomonadota	P_piliferum	Brown	28088
S-18-POLPIL-B	Pseudomonadota	P_piliferum	Brown	22631
S-19-POLPIL-B	Pseudomonadota	P_piliferum	Brown	20699
S-2-POLPIL-B	Pseudomonadota	P_piliferum	Brown	12507
S-20-POLPIL-B	Pseudomonadota	P_piliferum	Brown	15390
S-22-POLPIL-B	Pseudomonadota	P_piliferum	Brown	17267
S-23-POLPIL-B	Pseudomonadota	P_piliferum	Brown	17827
S-24-POLPIL-B	Pseudomonadota	P_piliferum	Brown	16771
S-25-POLPIL-B	Pseudomonadota	P_piliferum	Brown	16739
S-26-POLPIL-B	Pseudomonadota	P_piliferum	Brown	16671
S-27-POLPIL-B	Pseudomonadota	P_piliferum	Brown	11641
S-3-POLPIL-B	Pseudomonadota	P_piliferum	Brown	12550
S-4-POLPIL-B	Pseudomonadota	P_piliferum	Brown	50233
S-5-POLPIL-B	Pseudomonadota	P_piliferum	Brown	31953
S-6-POLPIL-B	Pseudomonadota	P_piliferum	Brown	38054
S-7-POLPIL-B	Pseudomonadota	P_piliferum	Brown	11157
S-8-POLPIL-B	Pseudomonadota	P_piliferum	Brown	13220
S-9-POLPIL-B	Pseudomonadota	P_piliferum	Brown	8429
S-3-DICUND-G	Acidobacteriota	D_undulatum	Green	35933
S-4-DICUND-G	Acidobacteriota	D_undulatum	Green	22642
S-5-DICUND-G	Acidobacteriota	D_undulatum	Green	40416
S-6-DICUND-G	Acidobacteriota	D_undulatum	Green	44270
S-7-DICUND-G	Acidobacteriota	D_undulatum	Green	35136
S-8-DICUND-G	Acidobacteriota	D_undulatum	Green	11486
S-9-DICUND-G	Acidobacteriota	D_undulatum	Green	25670
S-3-DICUND-G	Actinobacteriota	D_undulatum	Green	52131
S-4-DICUND-G	Actinobacteriota	D_undulatum	Green	27505
S-5-DICUND-G	Actinobacteriota	D_undulatum	Green	46680
S-6-DICUND-G	Actinobacteriota	D_undulatum	Green	44223
S-7-DICUND-G	Actinobacteriota	D_undulatum	Green	7640
S-8-DICUND-G	Actinobacteriota	D_undulatum	Green	10663
S-9-DICUND-G	Actinobacteriota	D_undulatum	Green	21488
S-3-DICUND-G	Actinomycetota	D_undulatum	Green	3410
S-4-DICUND-G	Actinomycetota	D_undulatum	Green	1003
S-5-DICUND-G	Actinomycetota	D_undulatum	Green	1658
S-6-DICUND-G	Actinomycetota	D_undulatum	Green	2122
S-7-DICUND-G	Actinomycetota	D_undulatum	Green	41417
S-8-DICUND-G	Actinomycetota	D_undulatum	Green	9407
S-9-DICUND-G	Actinomycetota	D_undulatum	Green	3503
S-3-DICUND-G	Bacteroidota	D_undulatum	Green	0
S-4-DICUND-G	Bacteroidota	D_undulatum	Green	67
S-5-DICUND-G	Bacteroidota	D_undulatum	Green	0
S-6-DICUND-G	Bacteroidota	D_undulatum	Green	245
S-7-DICUND-G	Bacteroidota	D_undulatum	Green	586
S-8-DICUND-G	Bacteroidota	D_undulatum	Green	199
S-9-DICUND-G	Bacteroidota	D_undulatum	Green	103
S-3-DICUND-G	Cyanobacteria	D_undulatum	Green	26864
S-4-DICUND-G	Cyanobacteria	D_undulatum	Green	18602
S-5-DICUND-G	Cyanobacteria	D_undulatum	Green	19680
S-6-DICUND-G	Cyanobacteria	D_undulatum	Green	28077
S-7-DICUND-G	Cyanobacteria	D_undulatum	Green	75
S-8-DICUND-G	Cyanobacteria	D_undulatum	Green	25412
S-9-DICUND-G	Cyanobacteria	D_undulatum	Green	46181
S-3-DICUND-G	Eremiobacterota	D_undulatum	Green	2577
S-4-DICUND-G	Eremiobacterota	D_undulatum	Green	3973
S-5-DICUND-G	Eremiobacterota	D_undulatum	Green	5020
S-6-DICUND-G	Eremiobacterota	D_undulatum	Green	3576
S-7-DICUND-G	Eremiobacterota	D_undulatum	Green	2368
S-8-DICUND-G	Eremiobacterota	D_undulatum	Green	745
S-9-DICUND-G	Eremiobacterota	D_undulatum	Green	2185
S-3-DICUND-G	Others	D_undulatum	Green	4370
S-4-DICUND-G	Others	D_undulatum	Green	921
S-5-DICUND-G	Others	D_undulatum	Green	4795
S-6-DICUND-G	Others	D_undulatum	Green	2723
S-7-DICUND-G	Others	D_undulatum	Green	1198
S-8-DICUND-G	Others	D_undulatum	Green	2544
S-9-DICUND-G	Others	D_undulatum	Green	3141
S-3-DICUND-G	Proteobacteria	D_undulatum	Green	7940
S-4-DICUND-G	Proteobacteria	D_undulatum	Green	18479
S-5-DICUND-G	Proteobacteria	D_undulatum	Green	7966
S-6-DICUND-G	Proteobacteria	D_undulatum	Green	9171
S-7-DICUND-G	Proteobacteria	D_undulatum	Green	6547
S-8-DICUND-G	Proteobacteria	D_undulatum	Green	7495
S-9-DICUND-G	Proteobacteria	D_undulatum	Green	7566
S-3-DICUND-G	Pseudomonadota	D_undulatum	Green	30506
S-4-DICUND-G	Pseudomonadota	D_undulatum	Green	4982
S-5-DICUND-G	Pseudomonadota	D_undulatum	Green	8272
S-6-DICUND-G	Pseudomonadota	D_undulatum	Green	6302
S-7-DICUND-G	Pseudomonadota	D_undulatum	Green	10186
S-8-DICUND-G	Pseudomonadota	D_undulatum	Green	5647
S-9-DICUND-G	Pseudomonadota	D_undulatum	Green	7650
S-1-POLCOM-G	Acidobacteriota	P_commune	Green	12055
S-2-POLCOM-G	Acidobacteriota	P_commune	Green	7737
S-3-POLCOM-G	Acidobacteriota	P_commune	Green	7903
S-4-POLCOM-G	Acidobacteriota	P_commune	Green	11407
S-5-POLCOM-G	Acidobacteriota	P_commune	Green	9381
S-6-POLCOM-G	Acidobacteriota	P_commune	Green	31267
S-7-POLCOM-G	Acidobacteriota	P_commune	Green	25574
S-8-POLCOM-G	Acidobacteriota	P_commune	Green	19361
S-9-POLCOM-G	Acidobacteriota	P_commune	Green	23371
S-1-POLCOM-G	Actinobacteriota	P_commune	Green	5556
S-2-POLCOM-G	Actinobacteriota	P_commune	Green	5070
S-3-POLCOM-G	Actinobacteriota	P_commune	Green	4569
S-4-POLCOM-G	Actinobacteriota	P_commune	Green	5181
S-5-POLCOM-G	Actinobacteriota	P_commune	Green	6779
S-6-POLCOM-G	Actinobacteriota	P_commune	Green	6548
S-7-POLCOM-G	Actinobacteriota	P_commune	Green	25265
S-8-POLCOM-G	Actinobacteriota	P_commune	Green	31937
S-9-POLCOM-G	Actinobacteriota	P_commune	Green	25056
S-1-POLCOM-G	Actinomycetota	P_commune	Green	174
S-2-POLCOM-G	Actinomycetota	P_commune	Green	326
S-3-POLCOM-G	Actinomycetota	P_commune	Green	530
S-4-POLCOM-G	Actinomycetota	P_commune	Green	832
S-5-POLCOM-G	Actinomycetota	P_commune	Green	1190
S-6-POLCOM-G	Actinomycetota	P_commune	Green	552
S-7-POLCOM-G	Actinomycetota	P_commune	Green	1176
S-8-POLCOM-G	Actinomycetota	P_commune	Green	1836
S-9-POLCOM-G	Actinomycetota	P_commune	Green	1184
S-1-POLCOM-G	Bacteroidota	P_commune	Green	0
S-2-POLCOM-G	Bacteroidota	P_commune	Green	85
S-3-POLCOM-G	Bacteroidota	P_commune	Green	135
S-4-POLCOM-G	Bacteroidota	P_commune	Green	1197
S-5-POLCOM-G	Bacteroidota	P_commune	Green	2511
S-6-POLCOM-G	Bacteroidota	P_commune	Green	191
S-7-POLCOM-G	Bacteroidota	P_commune	Green	945
S-8-POLCOM-G	Bacteroidota	P_commune	Green	1629
S-9-POLCOM-G	Bacteroidota	P_commune	Green	668
S-1-POLCOM-G	Cyanobacteria	P_commune	Green	0
S-2-POLCOM-G	Cyanobacteria	P_commune	Green	0
S-3-POLCOM-G	Cyanobacteria	P_commune	Green	0
S-4-POLCOM-G	Cyanobacteria	P_commune	Green	642
S-5-POLCOM-G	Cyanobacteria	P_commune	Green	100
S-6-POLCOM-G	Cyanobacteria	P_commune	Green	204
S-7-POLCOM-G	Cyanobacteria	P_commune	Green	0
S-8-POLCOM-G	Cyanobacteria	P_commune	Green	69
S-9-POLCOM-G	Cyanobacteria	P_commune	Green	0
S-1-POLCOM-G	Eremiobacterota	P_commune	Green	16881
S-2-POLCOM-G	Eremiobacterota	P_commune	Green	21601
S-3-POLCOM-G	Eremiobacterota	P_commune	Green	23593
S-4-POLCOM-G	Eremiobacterota	P_commune	Green	26877
S-5-POLCOM-G	Eremiobacterota	P_commune	Green	24318
S-6-POLCOM-G	Eremiobacterota	P_commune	Green	33527
S-7-POLCOM-G	Eremiobacterota	P_commune	Green	42615
S-8-POLCOM-G	Eremiobacterota	P_commune	Green	54768
S-9-POLCOM-G	Eremiobacterota	P_commune	Green	26193
S-1-POLCOM-G	Others	P_commune	Green	0
S-2-POLCOM-G	Others	P_commune	Green	91
S-3-POLCOM-G	Others	P_commune	Green	651
S-4-POLCOM-G	Others	P_commune	Green	251
S-5-POLCOM-G	Others	P_commune	Green	2056
S-6-POLCOM-G	Others	P_commune	Green	260
S-7-POLCOM-G	Others	P_commune	Green	323
S-8-POLCOM-G	Others	P_commune	Green	843
S-9-POLCOM-G	Others	P_commune	Green	184
S-1-POLCOM-G	Proteobacteria	P_commune	Green	28120
S-2-POLCOM-G	Proteobacteria	P_commune	Green	37316
S-3-POLCOM-G	Proteobacteria	P_commune	Green	33197
S-4-POLCOM-G	Proteobacteria	P_commune	Green	29881
S-5-POLCOM-G	Proteobacteria	P_commune	Green	23374
S-6-POLCOM-G	Proteobacteria	P_commune	Green	69173
S-7-POLCOM-G	Proteobacteria	P_commune	Green	101201
S-8-POLCOM-G	Proteobacteria	P_commune	Green	78081
S-9-POLCOM-G	Proteobacteria	P_commune	Green	68254
S-1-POLCOM-G	Pseudomonadota	P_commune	Green	4007
S-2-POLCOM-G	Pseudomonadota	P_commune	Green	5556
S-3-POLCOM-G	Pseudomonadota	P_commune	Green	4041
S-4-POLCOM-G	Pseudomonadota	P_commune	Green	8499
S-5-POLCOM-G	Pseudomonadota	P_commune	Green	13911
S-6-POLCOM-G	Pseudomonadota	P_commune	Green	8301
S-7-POLCOM-G	Pseudomonadota	P_commune	Green	21937
S-8-POLCOM-G	Pseudomonadota	P_commune	Green	17183
S-9-POLCOM-G	Pseudomonadota	P_commune	Green	16798
S-1-POLJUN-G	Acidobacteriota	P_juniperinum	Green	8464
S-10-POLJUN-G	Acidobacteriota	P_juniperinum	Green	10556
S-11-POLJUN-G	Acidobacteriota	P_juniperinum	Green	12510
S-12-POLJUN-G	Acidobacteriota	P_juniperinum	Green	8062
S-13-POLJUN-G	Acidobacteriota	P_juniperinum	Green	9582
S-14-POLJUN-G	Acidobacteriota	P_juniperinum	Green	16350
S-15-POLJUN-G	Acidobacteriota	P_juniperinum	Green	15130
S-16-POLJUN-G	Acidobacteriota	P_juniperinum	Green	5909
S-17-POLJUN-G	Acidobacteriota	P_juniperinum	Green	6547
S-18-POLJUN-G	Acidobacteriota	P_juniperinum	Green	2321
S-2-POLJUN-G	Acidobacteriota	P_juniperinum	Green	11024
S-20-POLJUN-G	Acidobacteriota	P_juniperinum	Green	10736
S-21-POLJUN-G	Acidobacteriota	P_juniperinum	Green	13705
S-22-POLJUN-G	Acidobacteriota	P_juniperinum	Green	28773
S-23-POLJUN-G	Acidobacteriota	P_juniperinum	Green	32003
S-24-POLJUN-G	Acidobacteriota	P_juniperinum	Green	15880
S-25-POLJUN-G	Acidobacteriota	P_juniperinum	Green	4333
S-26-POLJUN-G	Acidobacteriota	P_juniperinum	Green	7929
S-3-POLJUN-G	Acidobacteriota	P_juniperinum	Green	8636
S-7-POLJUN-G	Acidobacteriota	P_juniperinum	Green	6735
S-8-POLJUN-G	Acidobacteriota	P_juniperinum	Green	9851
S-9-POLJUN-G	Acidobacteriota	P_juniperinum	Green	18162
S-1-POLJUN-G	Actinobacteriota	P_juniperinum	Green	8218
S-10-POLJUN-G	Actinobacteriota	P_juniperinum	Green	9304
S-11-POLJUN-G	Actinobacteriota	P_juniperinum	Green	4488
S-12-POLJUN-G	Actinobacteriota	P_juniperinum	Green	8169
S-13-POLJUN-G	Actinobacteriota	P_juniperinum	Green	5542
S-14-POLJUN-G	Actinobacteriota	P_juniperinum	Green	5265
S-15-POLJUN-G	Actinobacteriota	P_juniperinum	Green	9774
S-16-POLJUN-G	Actinobacteriota	P_juniperinum	Green	4068
S-17-POLJUN-G	Actinobacteriota	P_juniperinum	Green	4813
S-18-POLJUN-G	Actinobacteriota	P_juniperinum	Green	5488
S-2-POLJUN-G	Actinobacteriota	P_juniperinum	Green	13021
S-20-POLJUN-G	Actinobacteriota	P_juniperinum	Green	11749
S-21-POLJUN-G	Actinobacteriota	P_juniperinum	Green	17052
S-22-POLJUN-G	Actinobacteriota	P_juniperinum	Green	6019
S-23-POLJUN-G	Actinobacteriota	P_juniperinum	Green	6401
