Sample	Phylum	Host	Compartment	Seq_count
S-24-POLJUN-G	Actinobacteriota	P_juniperinum	Green	3898
S-25-POLJUN-G	Actinobacteriota	P_juniperinum	Green	2200
S-26-POLJUN-G	Actinobacteriota	P_juniperinum	Green	6665
S-3-POLJUN-G	Actinobacteriota	P_juniperinum	Green	9209
S-7-POLJUN-G	Actinobacteriota	P_juniperinum	Green	8867
S-8-POLJUN-G	Actinobacteriota	P_juniperinum	Green	5823
S-9-POLJUN-G	Actinobacteriota	P_juniperinum	Green	16179
S-1-POLJUN-G	Actinomycetota	P_juniperinum	Green	287
S-10-POLJUN-G	Actinomycetota	P_juniperinum	Green	255
S-11-POLJUN-G	Actinomycetota	P_juniperinum	Green	72
S-12-POLJUN-G	Actinomycetota	P_juniperinum	Green	104
S-13-POLJUN-G	Actinomycetota	P_juniperinum	Green	0
S-14-POLJUN-G	Actinomycetota	P_juniperinum	Green	0
S-15-POLJUN-G	Actinomycetota	P_juniperinum	Green	88
S-16-POLJUN-G	Actinomycetota	P_juniperinum	Green	0
S-17-POLJUN-G	Actinomycetota	P_juniperinum	Green	0
S-18-POLJUN-G	Actinomycetota	P_juniperinum	Green	0
S-2-POLJUN-G	Actinomycetota	P_juniperinum	Green	686
S-20-POLJUN-G	Actinomycetota	P_juniperinum	Green	463
S-21-POLJUN-G	Actinomycetota	P_juniperinum	Green	616
S-22-POLJUN-G	Actinomycetota	P_juniperinum	Green	277
S-23-POLJUN-G	Actinomycetota	P_juniperinum	Green	226
S-24-POLJUN-G	Actinomycetota	P_juniperinum	Green	160
S-25-POLJUN-G	Actinomycetota	P_juniperinum	Green	91
S-26-POLJUN-G	Actinomycetota	P_juniperinum	Green	393
S-3-POLJUN-G	Actinomycetota	P_juniperinum	Green	156
S-7-POLJUN-G	Actinomycetota	P_juniperinum	Green	127
S-8-POLJUN-G	Actinomycetota	P_juniperinum	Green	132
S-9-POLJUN-G	Actinomycetota	P_juniperinum	Green	464
S-1-POLJUN-G	Bacteroidota	P_juniperinum	Green	420
S-10-POLJUN-G	Bacteroidota	P_juniperinum	Green	3889
S-11-POLJUN-G	Bacteroidota	P_juniperinum	Green	1448
S-12-POLJUN-G	Bacteroidota	P_juniperinum	Green	3071
S-13-POLJUN-G	Bacteroidota	P_juniperinum	Green	640
S-14-POLJUN-G	Bacteroidota	P_juniperinum	Green	646
S-15-POLJUN-G	Bacteroidota	P_juniperinum	Green	1212
S-16-POLJUN-G	Bacteroidota	P_juniperinum	Green	1052
S-17-POLJUN-G	Bacteroidota	P_juniperinum	Green	678
S-18-POLJUN-G	Bacteroidota	P_juniperinum	Green	739
S-2-POLJUN-G	Bacteroidota	P_juniperinum	Green	537
S-20-POLJUN-G	Bacteroidota	P_juniperinum	Green	2650
S-21-POLJUN-G	Bacteroidota	P_juniperinum	Green	3121
S-22-POLJUN-G	Bacteroidota	P_juniperinum	Green	2050
S-23-POLJUN-G	Bacteroidota	P_juniperinum	Green	1134
S-24-POLJUN-G	Bacteroidota	P_juniperinum	Green	845
S-25-POLJUN-G	Bacteroidota	P_juniperinum	Green	893
S-26-POLJUN-G	Bacteroidota	P_juniperinum	Green	2337
S-3-POLJUN-G	Bacteroidota	P_juniperinum	Green	140
S-7-POLJUN-G	Bacteroidota	P_juniperinum	Green	760
S-8-POLJUN-G	Bacteroidota	P_juniperinum	Green	577
S-9-POLJUN-G	Bacteroidota	P_juniperinum	Green	1058
S-1-POLJUN-G	Cyanobacteria	P_juniperinum	Green	129
S-10-POLJUN-G	Cyanobacteria	P_juniperinum	Green	7194
S-11-POLJUN-G	Cyanobacteria	P_juniperinum	Green	4152
S-12-POLJUN-G	Cyanobacteria	P_juniperinum	Green	6780
S-13-POLJUN-G	Cyanobacteria	P_juniperinum	Green	3406
S-14-POLJUN-G	Cyanobacteria	P_juniperinum	Green	7030
S-15-POLJUN-G	Cyanobacteria	P_juniperinum	Green	3171
S-16-POLJUN-G	Cyanobacteria	P_juniperinum	Green	6866
S-17-POLJUN-G	Cyanobacteria	P_juniperinum	Green	8781
S-18-POLJUN-G	Cyanobacteria	P_juniperinum	Green	2044
S-2-POLJUN-G	Cyanobacteria	P_juniperinum	Green	281
S-20-POLJUN-G	Cyanobacteria	P_juniperinum	Green	13733
S-21-POLJUN-G	Cyanobacteria	P_juniperinum	Green	45261
S-22-POLJUN-G	Cyanobacteria	P_juniperinum	Green	19177
S-23-POLJUN-G	Cyanobacteria	P_juniperinum	Green	18421
S-24-POLJUN-G	Cyanobacteria	P_juniperinum	Green	6840
S-25-POLJUN-G	Cyanobacteria	P_juniperinum	Green	27005
S-26-POLJUN-G	Cyanobacteria	P_juniperinum	Green	36854
S-3-POLJUN-G	Cyanobacteria	P_juniperinum	Green	180
S-7-POLJUN-G	Cyanobacteria	P_juniperinum	Green	1035
S-8-POLJUN-G	Cyanobacteria	P_juniperinum	Green	6642
S-9-POLJUN-G	Cyanobacteria	P_juniperinum	Green	4172
S-1-POLJUN-G	Eremiobacterota	P_juniperinum	Green	1396
S-10-POLJUN-G	Eremiobacterota	P_juniperinum	Green	4633
S-11-POLJUN-G	Eremiobacterota	P_juniperinum	Green	6838
S-12-POLJUN-G	Eremiobacterota	P_juniperinum	Green	3747
S-13-POLJUN-G	Eremiobacterota	P_juniperinum	Green	2134
S-14-POLJUN-G	Eremiobacterota	P_juniperinum	Green	3406
S-15-POLJUN-G	Eremiobacterota	P_juniperinum	Green	2155
S-16-POLJUN-G	Eremiobacterota	P_juniperinum	Green	2758
S-17-POLJUN-G	Eremiobacterota	P_juniperinum	Green	3653
S-18-POLJUN-G	Eremiobacterota	P_juniperinum	Green	537
S-2-POLJUN-G	Eremiobacterota	P_juniperinum	Green	2305
S-20-POLJUN-G	Eremiobacterota	P_juniperinum	Green	390
S-21-POLJUN-G	Eremiobacterota	P_juniperinum	Green	593
S-22-POLJUN-G	Eremiobacterota	P_juniperinum	Green	8620
S-23-POLJUN-G	Eremiobacterota	P_juniperinum	Green	9444
S-24-POLJUN-G	Eremiobacterota	P_juniperinum	Green	2436
S-25-POLJUN-G	Eremiobacterota	P_juniperinum	Green	344
S-26-POLJUN-G	Eremiobacterota	P_juniperinum	Green	450
S-3-POLJUN-G	Eremiobacterota	P_juniperinum	Green	5357
S-7-POLJUN-G	Eremiobacterota	P_juniperinum	Green	0
S-8-POLJUN-G	Eremiobacterota	P_juniperinum	Green	0
S-9-POLJUN-G	Eremiobacterota	P_juniperinum	Green	0
S-1-POLJUN-G	Others	P_juniperinum	Green	0
S-10-POLJUN-G	Others	P_juniperinum	Green	11397
S-11-POLJUN-G	Others	P_juniperinum	Green	5533
S-12-POLJUN-G	Others	P_juniperinum	Green	10969
S-13-POLJUN-G	Others	P_juniperinum	Green	471
S-14-POLJUN-G	Others	P_juniperinum	Green	1028
S-15-POLJUN-G	Others	P_juniperinum	Green	720
S-16-POLJUN-G	Others	P_juniperinum	Green	977
S-17-POLJUN-G	Others	P_juniperinum	Green	5257
S-18-POLJUN-G	Others	P_juniperinum	Green	1173
S-2-POLJUN-G	Others	P_juniperinum	Green	0
S-20-POLJUN-G	Others	P_juniperinum	Green	12326
S-21-POLJUN-G	Others	P_juniperinum	Green	10254
S-22-POLJUN-G	Others	P_juniperinum	Green	15350
S-23-POLJUN-G	Others	P_juniperinum	Green	7269
S-24-POLJUN-G	Others	P_juniperinum	Green	3590
S-25-POLJUN-G	Others	P_juniperinum	Green	799
S-26-POLJUN-G	Others	P_juniperinum	Green	3705
S-3-POLJUN-G	Others	P_juniperinum	Green	0
S-7-POLJUN-G	Others	P_juniperinum	Green	222
S-8-POLJUN-G	Others	P_juniperinum	Green	0
S-9-POLJUN-G	Others	P_juniperinum	Green	471
S-1-POLJUN-G	Proteobacteria	P_juniperinum	Green	59244
S-10-POLJUN-G	Proteobacteria	P_juniperinum	Green	54909
S-11-POLJUN-G	Proteobacteria	P_juniperinum	Green	69726
S-12-POLJUN-G	Proteobacteria	P_juniperinum	Green	46809
S-13-POLJUN-G	Proteobacteria	P_juniperinum	Green	28011
S-14-POLJUN-G	Proteobacteria	P_juniperinum	Green	29540
S-15-POLJUN-G	Proteobacteria	P_juniperinum	Green	46260
S-16-POLJUN-G	Proteobacteria	P_juniperinum	Green	15634
S-17-POLJUN-G	Proteobacteria	P_juniperinum	Green	20709
S-18-POLJUN-G	Proteobacteria	P_juniperinum	Green	13780
S-2-POLJUN-G	Proteobacteria	P_juniperinum	Green	68047
S-20-POLJUN-G	Proteobacteria	P_juniperinum	Green	36355
S-21-POLJUN-G	Proteobacteria	P_juniperinum	Green	63641
S-22-POLJUN-G	Proteobacteria	P_juniperinum	Green	39981
S-23-POLJUN-G	Proteobacteria	P_juniperinum	Green	48079
S-24-POLJUN-G	Proteobacteria	P_juniperinum	Green	26226
S-25-POLJUN-G	Proteobacteria	P_juniperinum	Green	23062
S-26-POLJUN-G	Proteobacteria	P_juniperinum	Green	39613
S-3-POLJUN-G	Proteobacteria	P_juniperinum	Green	57749
S-7-POLJUN-G	Proteobacteria	P_juniperinum	Green	29675
S-8-POLJUN-G	Proteobacteria	P_juniperinum	Green	33243
S-9-POLJUN-G	Proteobacteria	P_juniperinum	Green	60004
S-1-POLJUN-G	Pseudomonadota	P_juniperinum	Green	21547
S-10-POLJUN-G	Pseudomonadota	P_juniperinum	Green	17790
S-11-POLJUN-G	Pseudomonadota	P_juniperinum	Green	31603
S-12-POLJUN-G	Pseudomonadota	P_juniperinum	Green	13834
S-13-POLJUN-G	Pseudomonadota	P_juniperinum	Green	7222
S-14-POLJUN-G	Pseudomonadota	P_juniperinum	Green	15432
S-15-POLJUN-G	Pseudomonadota	P_juniperinum	Green	17530
S-16-POLJUN-G	Pseudomonadota	P_juniperinum	Green	6326
S-17-POLJUN-G	Pseudomonadota	P_juniperinum	Green	9874
S-18-POLJUN-G	Pseudomonadota	P_juniperinum	Green	7193
S-2-POLJUN-G	Pseudomonadota	P_juniperinum	Green	28325
S-20-POLJUN-G	Pseudomonadota	P_juniperinum	Green	9855
S-21-POLJUN-G	Pseudomonadota	P_juniperinum	Green	12667
S-22-POLJUN-G	Pseudomonadota	P_juniperinum	Green	9392
S-23-POLJUN-G	Pseudomonadota	P_juniperinum	Green	11179
S-24-POLJUN-G	Pseudomonadota	P_juniperinum	Green	10104
S-25-POLJUN-G	Pseudomonadota	P_juniperinum	Green	5885
S-26-POLJUN-G	Pseudomonadota	P_juniperinum	Green	11630
S-3-POLJUN-G	Pseudomonadota	P_juniperinum	Green	9395
S-7-POLJUN-G	Pseudomonadota	P_juniperinum	Green	13339
S-8-POLJUN-G	Pseudomonadota	P_juniperinum	Green	12733
S-9-POLJUN-G	Pseudomonadota	P_juniperinum	Green	16248
S-10-POLPIL-G	Acidobacteriota	P_piliferum	Green	25157
S-11-POLPIL-G	Acidobacteriota	P_piliferum	Green	17349
S-12-POLPIL-G	Acidobacteriota	P_piliferum	Green	53774
S-13-POLPIL-G	Acidobacteriota	P_piliferum	Green	8028
S-14-POLPIL-G	Acidobacteriota	P_piliferum	Green	3971
S-15-POLPIL-G	Acidobacteriota	P_piliferum	Green	13236
S-16-POLPIL-G	Acidobacteriota	P_piliferum	Green	12025
S-17-POLPIL-G	Acidobacteriota	P_piliferum	Green	17883
S-18-POLPIL-G	Acidobacteriota	P_piliferum	Green	19782
S-19-POLPIL-G	Acidobacteriota	P_piliferum	Green	23587
S-2-POLPIL-G	Acidobacteriota	P_piliferum	Green	22129
S-20-POLPIL-G	Acidobacteriota	P_piliferum	Green	18476
S-21-POLPIL-G	Acidobacteriota	P_piliferum	Green	11162
S-22-POLPIL-G	Acidobacteriota	P_piliferum	Green	10435
S-23-POLPIL-G	Acidobacteriota	P_piliferum	Green	15911
S-24-POLPIL-G	Acidobacteriota	P_piliferum	Green	21171
S-25-POLPIL-G	Acidobacteriota	P_piliferum	Green	36043
S-26-POLPIL-G	Acidobacteriota	P_piliferum	Green	32215
S-27-POLPIL-G	Acidobacteriota	P_piliferum	Green	12746
S-3-POLPIL-G	Acidobacteriota	P_piliferum	Green	27455
S-4-POLPIL-G	Acidobacteriota	P_piliferum	Green	15837
S-5-POLPIL-G	Acidobacteriota	P_piliferum	Green	29329
S-6-POLPIL-G	Acidobacteriota	P_piliferum	Green	35251
S-7-POLPIL-G	Acidobacteriota	P_piliferum	Green	17158
S-8-POLPIL-G	Acidobacteriota	P_piliferum	Green	8411
S-9-POLPIL-G	Acidobacteriota	P_piliferum	Green	10868
S-10-POLPIL-G	Actinobacteriota	P_piliferum	Green	3204
S-11-POLPIL-G	Actinobacteriota	P_piliferum	Green	3173
S-12-POLPIL-G	Actinobacteriota	P_piliferum	Green	16165
S-13-POLPIL-G	Actinobacteriota	P_piliferum	Green	363
S-14-POLPIL-G	Actinobacteriota	P_piliferum	Green	509
S-15-POLPIL-G	Actinobacteriota	P_piliferum	Green	428
S-16-POLPIL-G	Actinobacteriota	P_piliferum	Green	1234
S-17-POLPIL-G	Actinobacteriota	P_piliferum	Green	2351
S-18-POLPIL-G	Actinobacteriota	P_piliferum	Green	2193
S-19-POLPIL-G	Actinobacteriota	P_piliferum	Green	1978
S-2-POLPIL-G	Actinobacteriota	P_piliferum	Green	2786
S-20-POLPIL-G	Actinobacteriota	P_piliferum	Green	863
S-21-POLPIL-G	Actinobacteriota	P_piliferum	Green	561
S-22-POLPIL-G	Actinobacteriota	P_piliferum	Green	3911
S-23-POLPIL-G	Actinobacteriota	P_piliferum	Green	5310
S-24-POLPIL-G	Actinobacteriota	P_piliferum	Green	4804
S-25-POLPIL-G	Actinobacteriota	P_piliferum	Green	1749
S-26-POLPIL-G	Actinobacteriota	P_piliferum	Green	2605
S-27-POLPIL-G	Actinobacteriota	P_piliferum	Green	1676
S-3-POLPIL-G	Actinobacteriota	P_piliferum	Green	1949
S-4-POLPIL-G	Actinobacteriota	P_piliferum	Green	2936
S-5-POLPIL-G	Actinobacteriota	P_piliferum	Green	4698
S-6-POLPIL-G	Actinobacteriota	P_piliferum	Green	5676
S-7-POLPIL-G	Actinobacteriota	P_piliferum	Green	2207
S-8-POLPIL-G	Actinobacteriota	P_piliferum	Green	1126
S-9-POLPIL-G	Actinobacteriota	P_piliferum	Green	917
S-10-POLPIL-G	Actinomycetota	P_piliferum	Green	732
S-11-POLPIL-G	Actinomycetota	P_piliferum	Green	630
S-12-POLPIL-G	Actinomycetota	P_piliferum	Green	2474
S-13-POLPIL-G	Actinomycetota	P_piliferum	Green	442
S-14-POLPIL-G	Actinomycetota	P_piliferum	Green	394
S-15-POLPIL-G	Actinomycetota	P_piliferum	Green	439
S-16-POLPIL-G	Actinomycetota	P_piliferum	Green	514
S-17-POLPIL-G	Actinomycetota	P_piliferum	Green	939
S-18-POLPIL-G	Actinomycetota	P_piliferum	Green	1206
S-19-POLPIL-G	Actinomycetota	P_piliferum	Green	202
S-2-POLPIL-G	Actinomycetota	P_piliferum	Green	1162
S-20-POLPIL-G	Actinomycetota	P_piliferum	Green	104
S-21-POLPIL-G	Actinomycetota	P_piliferum	Green	0
S-22-POLPIL-G	Actinomycetota	P_piliferum	Green	297
S-23-POLPIL-G	Actinomycetota	P_piliferum	Green	717
S-24-POLPIL-G	Actinomycetota	P_piliferum	Green	670
S-25-POLPIL-G	Actinomycetota	P_piliferum	Green	169
S-26-POLPIL-G	Actinomycetota	P_piliferum	Green	1117
S-27-POLPIL-G	Actinomycetota	P_piliferum	Green	85
S-3-POLPIL-G	Actinomycetota	P_piliferum	Green	543
S-4-POLPIL-G	Actinomycetota	P_piliferum	Green	784
S-5-POLPIL-G	Actinomycetota	P_piliferum	Green	292
S-6-POLPIL-G	Actinomycetota	P_piliferum	Green	681
S-7-POLPIL-G	Actinomycetota	P_piliferum	Green	624
S-8-POLPIL-G	Actinomycetota	P_piliferum	Green	280
S-9-POLPIL-G	Actinomycetota	P_piliferum	Green	249
S-10-POLPIL-G	Bacteroidota	P_piliferum	Green	811
S-11-POLPIL-G	Bacteroidota	P_piliferum	Green	1360
S-12-POLPIL-G	Bacteroidota	P_piliferum	Green	3396
S-13-POLPIL-G	Bacteroidota	P_piliferum	Green	147
S-14-POLPIL-G	Bacteroidota	P_piliferum	Green	0
S-15-POLPIL-G	Bacteroidota	P_piliferum	Green	440
S-16-POLPIL-G	Bacteroidota	P_piliferum	Green	452
S-17-POLPIL-G	Bacteroidota	P_piliferum	Green	1431
S-18-POLPIL-G	Bacteroidota	P_piliferum	Green	1705
S-19-POLPIL-G	Bacteroidota	P_piliferum	Green	842
S-2-POLPIL-G	Bacteroidota	P_piliferum	Green	3112
S-20-POLPIL-G	Bacteroidota	P_piliferum	Green	197
S-21-POLPIL-G	Bacteroidota	P_piliferum	Green	190
S-22-POLPIL-G	Bacteroidota	P_piliferum	Green	2301
S-23-POLPIL-G	Bacteroidota	P_piliferum	Green	3862
S-24-POLPIL-G	Bacteroidota	P_piliferum	Green	2623
S-25-POLPIL-G	Bacteroidota	P_piliferum	Green	1594
S-26-POLPIL-G	Bacteroidota	P_piliferum	Green	1904
S-27-POLPIL-G	Bacteroidota	P_piliferum	Green	400
S-3-POLPIL-G	Bacteroidota	P_piliferum	Green	5635
S-4-POLPIL-G	Bacteroidota	P_piliferum	Green	297
S-5-POLPIL-G	Bacteroidota	P_piliferum	Green	454
S-6-POLPIL-G	Bacteroidota	P_piliferum	Green	2455
S-7-POLPIL-G	Bacteroidota	P_piliferum	Green	614
S-8-POLPIL-G	Bacteroidota	P_piliferum	Green	365
S-9-POLPIL-G	Bacteroidota	P_piliferum	Green	318
S-10-POLPIL-G	Cyanobacteria	P_piliferum	Green	1802
S-11-POLPIL-G	Cyanobacteria	P_piliferum	Green	2216
S-12-POLPIL-G	Cyanobacteria	P_piliferum	Green	18239
S-13-POLPIL-G	Cyanobacteria	P_piliferum	Green	0
S-14-POLPIL-G	Cyanobacteria	P_piliferum	Green	0
S-15-POLPIL-G	Cyanobacteria	P_piliferum	Green	0
S-16-POLPIL-G	Cyanobacteria	P_piliferum	Green	901
S-17-POLPIL-G	Cyanobacteria	P_piliferum	Green	1762
S-18-POLPIL-G	Cyanobacteria	P_piliferum	Green	1284
S-19-POLPIL-G	Cyanobacteria	P_piliferum	Green	3430
S-2-POLPIL-G	Cyanobacteria	P_piliferum	Green	2256
S-20-POLPIL-G	Cyanobacteria	P_piliferum	Green	1985
S-21-POLPIL-G	Cyanobacteria	P_piliferum	Green	590
S-22-POLPIL-G	Cyanobacteria	P_piliferum	Green	16693
S-23-POLPIL-G	Cyanobacteria	P_piliferum	Green	20451
S-24-POLPIL-G	Cyanobacteria	P_piliferum	Green	17259
S-25-POLPIL-G	Cyanobacteria	P_piliferum	Green	3385
S-26-POLPIL-G	Cyanobacteria	P_piliferum	Green	3354
S-27-POLPIL-G	Cyanobacteria	P_piliferum	Green	3264
S-3-POLPIL-G	Cyanobacteria	P_piliferum	Green	7219
S-4-POLPIL-G	Cyanobacteria	P_piliferum	Green	0
S-5-POLPIL-G	Cyanobacteria	P_piliferum	Green	189
S-6-POLPIL-G	Cyanobacteria	P_piliferum	Green	0
S-7-POLPIL-G	Cyanobacteria	P_piliferum	Green	3003
S-8-POLPIL-G	Cyanobacteria	P_piliferum	Green	1318
S-9-POLPIL-G	Cyanobacteria	P_piliferum	Green	8181
S-10-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-11-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-12-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-13-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-14-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-15-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-16-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-17-POLPIL-G	Eremiobacterota	P_piliferum	Green	80
S-18-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-19-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-2-POLPIL-G	Eremiobacterota	P_piliferum	Green	450
S-20-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-21-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-22-POLPIL-G	Eremiobacterota	P_piliferum	Green	522
S-23-POLPIL-G	Eremiobacterota	P_piliferum	Green	360
S-24-POLPIL-G	Eremiobacterota	P_piliferum	Green	2600
S-25-POLPIL-G	Eremiobacterota	P_piliferum	Green	136
S-26-POLPIL-G	Eremiobacterota	P_piliferum	Green	404
S-27-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-3-POLPIL-G	Eremiobacterota	P_piliferum	Green	362
S-4-POLPIL-G	Eremiobacterota	P_piliferum	Green	2517
S-5-POLPIL-G	Eremiobacterota	P_piliferum	Green	4796
S-6-POLPIL-G	Eremiobacterota	P_piliferum	Green	1561
S-7-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-8-POLPIL-G	Eremiobacterota	P_piliferum	Green	166
S-9-POLPIL-G	Eremiobacterota	P_piliferum	Green	0
S-10-POLPIL-G	Others	P_piliferum	Green	6268
S-11-POLPIL-G	Others	P_piliferum	Green	9118
S-12-POLPIL-G	Others	P_piliferum	Green	19868
S-13-POLPIL-G	Others	P_piliferum	Green	0
S-14-POLPIL-G	Others	P_piliferum	Green	0
S-15-POLPIL-G	Others	P_piliferum	Green	0
S-16-POLPIL-G	Others	P_piliferum	Green	208
S-17-POLPIL-G	Others	P_piliferum	Green	144
S-18-POLPIL-G	Others	P_piliferum	Green	193
S-19-POLPIL-G	Others	P_piliferum	Green	1769
S-2-POLPIL-G	Others	P_piliferum	Green	1678
S-20-POLPIL-G	Others	P_piliferum	Green	0
S-21-POLPIL-G	Others	P_piliferum	Green	0
S-22-POLPIL-G	Others	P_piliferum	Green	4825
S-23-POLPIL-G	Others	P_piliferum	Green	4986
S-24-POLPIL-G	Others	P_piliferum	Green	2879
S-25-POLPIL-G	Others	P_piliferum	Green	522
S-26-POLPIL-G	Others	P_piliferum	Green	1092
S-27-POLPIL-G	Others	P_piliferum	Green	655
S-3-POLPIL-G	Others	P_piliferum	Green	4540
S-4-POLPIL-G	Others	P_piliferum	Green	3402
S-5-POLPIL-G	Others	P_piliferum	Green	3879
S-6-POLPIL-G	Others	P_piliferum	Green	5734
S-7-POLPIL-G	Others	P_piliferum	Green	1064
S-8-POLPIL-G	Others	P_piliferum	Green	865
S-9-POLPIL-G	Others	P_piliferum	Green	566
S-10-POLPIL-G	Proteobacteria	P_piliferum	Green	16734
S-11-POLPIL-G	Proteobacteria	P_piliferum	Green	17843
S-12-POLPIL-G	Proteobacteria	P_piliferum	Green	23029
S-13-POLPIL-G	Proteobacteria	P_piliferum	Green	13717
S-14-POLPIL-G	Proteobacteria	P_piliferum	Green	10991
S-15-POLPIL-G	Proteobacteria	P_piliferum	Green	25040
S-16-POLPIL-G	Proteobacteria	P_piliferum	Green	12190
S-17-POLPIL-G	Proteobacteria	P_piliferum	Green	23242
S-18-POLPIL-G	Proteobacteria	P_piliferum	Green	21315
S-19-POLPIL-G	Proteobacteria	P_piliferum	Green	19454
S-2-POLPIL-G	Proteobacteria	P_piliferum	Green	27132
S-20-POLPIL-G	Proteobacteria	P_piliferum	Green	12005
S-21-POLPIL-G	Proteobacteria	P_piliferum	Green	6904
S-22-POLPIL-G	Proteobacteria	P_piliferum	Green	22899
S-23-POLPIL-G	Proteobacteria	P_piliferum	Green	35184
S-24-POLPIL-G	Proteobacteria	P_piliferum	Green	39524
S-25-POLPIL-G	Proteobacteria	P_piliferum	Green	30814
S-26-POLPIL-G	Proteobacteria	P_piliferum	Green	38197
S-27-POLPIL-G	Proteobacteria	P_piliferum	Green	15577
S-3-POLPIL-G	Proteobacteria	P_piliferum	Green	26047
S-4-POLPIL-G	Proteobacteria	P_piliferum	Green	19222
S-5-POLPIL-G	Proteobacteria	P_piliferum	Green	30464
S-6-POLPIL-G	Proteobacteria	P_piliferum	Green	30445
S-7-POLPIL-G	Proteobacteria	P_piliferum	Green	17317
S-8-POLPIL-G	Proteobacteria	P_piliferum	Green	8350
S-9-POLPIL-G	Proteobacteria	P_piliferum	Green	13032
S-10-POLPIL-G	Pseudomonadota	P_piliferum	Green	12299
S-11-POLPIL-G	Pseudomonadota	P_piliferum	Green	10248
S-12-POLPIL-G	Pseudomonadota	P_piliferum	Green	15859
S-13-POLPIL-G	Pseudomonadota	P_piliferum	Green	7671
S-14-POLPIL-G	Pseudomonadota	P_piliferum	Green	9078
S-15-POLPIL-G	Pseudomonadota	P_piliferum	Green	7041
S-16-POLPIL-G	Pseudomonadota	P_piliferum	Green	8070
S-17-POLPIL-G	Pseudomonadota	P_piliferum	Green	14188
S-18-POLPIL-G	Pseudomonadota	P_piliferum	Green	19457
S-19-POLPIL-G	Pseudomonadota	P_piliferum	Green	6161
S-2-POLPIL-G	Pseudomonadota	P_piliferum	Green	21673
S-20-POLPIL-G	Pseudomonadota	P_piliferum	Green	4668
S-21-POLPIL-G	Pseudomonadota	P_piliferum	Green	5506
S-22-POLPIL-G	Pseudomonadota	P_piliferum	Green	5879
S-23-POLPIL-G	Pseudomonadota	P_piliferum	Green	8472
S-24-POLPIL-G	Pseudomonadota	P_piliferum	Green	6570
S-25-POLPIL-G	Pseudomonadota	P_piliferum	Green	12298
S-26-POLPIL-G	Pseudomonadota	P_piliferum	Green	11805
S-27-POLPIL-G	Pseudomonadota	P_piliferum	Green	5080
S-3-POLPIL-G	Pseudomonadota	P_piliferum	Green	11388
S-4-POLPIL-G	Pseudomonadota	P_piliferum	Green	10794
S-5-POLPIL-G	Pseudomonadota	P_piliferum	Green	21887
S-6-POLPIL-G	Pseudomonadota	P_piliferum	Green	22340
S-7-POLPIL-G	Pseudomonadota	P_piliferum	Green	11471
S-8-POLPIL-G	Pseudomonadota	P_piliferum	Green	4758
S-9-POLPIL-G	Pseudomonadota	P_piliferum	Green	5414
